,const,density,dz,zenith,algae
1617,1.0,700,0.5,60,0
1618,1.0,700,0.5,60,5000
1619,1.0,700,0.5,60,7000
1620,1.0,700,0.5,60,11000
1621,1.0,700,0.5,60,13000
1622,1.0,700,0.5,60,15000
1623,1.0,700,0.5,60,20000
1624,1.0,700,0.5,70,0
1625,1.0,700,0.5,70,5000
1626,1.0,700,0.5,70,7000
1627,1.0,700,0.5,70,11000
1628,1.0,700,0.5,70,13000
1629,1.0,700,0.5,70,15000
1630,1.0,700,0.5,70,20000
1631,1.0,700,0.5,80,0
1632,1.0,700,0.5,80,5000
1633,1.0,700,0.5,80,7000
1634,1.0,700,0.5,80,11000
1635,1.0,700,0.5,80,13000
1636,1.0,700,0.5,80,15000
1637,1.0,700,0.5,80,20000
1638,1.0,800,0.5,30,0
1639,1.0,800,0.5,30,5000
1640,1.0,800,0.5,30,7000
1641,1.0,800,0.5,30,11000
1642,1.0,800,0.5,30,13000
1643,1.0,800,0.5,30,15000
1644,1.0,800,0.5,30,20000
1645,1.0,800,0.5,40,0
1646,1.0,800,0.5,40,5000
1647,1.0,800,0.5,40,7000
1648,1.0,800,0.5,40,11000
1649,1.0,800,0.5,40,13000
1650,1.0,800,0.5,40,15000
1651,1.0,800,0.5,40,20000
1652,1.0,800,0.5,50,0
1653,1.0,800,0.5,50,5000
1654,1.0,800,0.5,50,7000
1655,1.0,800,0.5,50,11000
1656,1.0,800,0.5,50,13000
1657,1.0,800,0.5,50,15000
1658,1.0,800,0.5,50,20000
1659,1.0,800,0.5,60,0
1660,1.0,800,0.5,60,5000
1661,1.0,800,0.5,60,7000
1662,1.0,800,0.5,60,11000
1663,1.0,800,0.5,60,13000
1664,1.0,800,0.5,60,15000
1665,1.0,800,0.5,60,20000
1666,1.0,800,0.5,70,0
1667,1.0,800,0.5,70,5000
1668,1.0,800,0.5,70,7000
1669,1.0,800,0.5,70,11000
1670,1.0,800,0.5,70,13000
1671,1.0,800,0.5,70,15000
1672,1.0,800,0.5,70,20000
1673,1.0,800,0.5,80,0
1674,1.0,800,0.5,80,5000
1675,1.0,800,0.5,80,7000
1676,1.0,800,0.5,80,11000
1677,1.0,800,0.5,80,13000
1678,1.0,800,0.5,80,15000
1679,1.0,800,0.5,80,20000
1680,1.0,850,0.5,30,0
1681,1.0,850,0.5,30,5000
1682,1.0,850,0.5,30,7000
1683,1.0,850,0.5,30,11000
1684,1.0,850,0.5,30,13000
1685,1.0,850,0.5,30,15000
1686,1.0,850,0.5,30,20000
1687,1.0,850,0.5,40,0
1688,1.0,850,0.5,40,5000
1689,1.0,850,0.5,40,7000
1690,1.0,850,0.5,40,11000
1691,1.0,850,0.5,40,13000
1692,1.0,850,0.5,40,15000
1693,1.0,850,0.5,40,20000
1694,1.0,850,0.5,50,0
1695,1.0,850,0.5,50,5000
1696,1.0,850,0.5,50,7000
1697,1.0,850,0.5,50,11000
1698,1.0,850,0.5,50,13000
1699,1.0,850,0.5,50,15000
1700,1.0,850,0.5,50,20000
1701,1.0,850,0.5,60,0
1702,1.0,850,0.5,60,5000
1703,1.0,850,0.5,60,7000
1704,1.0,850,0.5,60,11000
1705,1.0,850,0.5,60,13000
1706,1.0,850,0.5,60,15000
1707,1.0,850,0.5,60,20000
1708,1.0,850,0.5,70,0
1709,1.0,850,0.5,70,5000
1710,1.0,850,0.5,70,7000
1711,1.0,850,0.5,70,11000
1712,1.0,850,0.5,70,13000
1713,1.0,850,0.5,70,15000
1714,1.0,850,0.5,70,20000
1715,1.0,850,0.5,80,0
1716,1.0,850,0.5,80,5000
1717,1.0,850,0.5,80,7000
1718,1.0,850,0.5,80,11000
1719,1.0,850,0.5,80,13000
1720,1.0,850,0.5,80,15000
1721,1.0,850,0.5,80,20000
1722,1.0,900,0.5,30,0
1723,1.0,900,0.5,30,5000
1724,1.0,900,0.5,30,7000
1725,1.0,900,0.5,30,11000
1726,1.0,900,0.5,30,13000
1727,1.0,900,0.5,30,15000
1728,1.0,900,0.5,30,20000
1729,1.0,900,0.5,40,0
1730,1.0,900,0.5,40,5000
1731,1.0,900,0.5,40,7000
1732,1.0,900,0.5,40,11000
1733,1.0,900,0.5,40,13000
1734,1.0,900,0.5,40,15000
1735,1.0,900,0.5,40,20000
1736,1.0,900,0.5,50,0
1737,1.0,900,0.5,50,5000
1738,1.0,900,0.5,50,7000
1739,1.0,900,0.5,50,11000
1740,1.0,900,0.5,50,13000
1741,1.0,900,0.5,50,15000
1742,1.0,900,0.5,50,20000
1743,1.0,900,0.5,60,0
1744,1.0,900,0.5,60,5000
1745,1.0,900,0.5,60,7000
1746,1.0,900,0.5,60,11000
1747,1.0,900,0.5,60,13000
1748,1.0,900,0.5,60,15000
1749,1.0,900,0.5,60,20000
1750,1.0,900,0.5,70,0
1751,1.0,900,0.5,70,5000
1752,1.0,900,0.5,70,7000
1753,1.0,900,0.5,70,11000
1754,1.0,900,0.5,70,13000
1755,1.0,900,0.5,70,15000
1756,1.0,900,0.5,70,20000
1757,1.0,900,0.5,80,0
1758,1.0,900,0.5,80,5000
1759,1.0,900,0.5,80,7000
1760,1.0,900,0.5,80,11000
1761,1.0,900,0.5,80,13000
1762,1.0,900,0.5,80,15000
1763,1.0,900,0.5,80,20000
1764,1.0,400,0.6,30,0
1765,1.0,400,0.6,30,5000
1766,1.0,400,0.6,30,7000
1767,1.0,400,0.6,30,11000
1768,1.0,400,0.6,30,13000
1769,1.0,400,0.6,30,15000
1770,1.0,400,0.6,30,20000
1771,1.0,400,0.6,40,0
1772,1.0,400,0.6,40,5000
1773,1.0,400,0.6,40,7000
1774,1.0,400,0.6,40,11000
1775,1.0,400,0.6,40,13000
1776,1.0,400,0.6,40,15000
1777,1.0,400,0.6,40,20000
1778,1.0,400,0.6,50,0
1779,1.0,400,0.6,50,5000
1780,1.0,400,0.6,50,7000
1781,1.0,400,0.6,50,11000
1782,1.0,400,0.6,50,13000
1783,1.0,400,0.6,50,15000
1784,1.0,400,0.6,50,20000
1785,1.0,400,0.6,60,0
1786,1.0,400,0.6,60,5000
1787,1.0,400,0.6,60,7000
1788,1.0,400,0.6,60,11000
1789,1.0,400,0.6,60,13000
1790,1.0,400,0.6,60,15000
1791,1.0,400,0.6,60,20000
1792,1.0,400,0.6,70,0
1793,1.0,400,0.6,70,5000
1794,1.0,400,0.6,70,7000
1795,1.0,400,0.6,70,11000
1796,1.0,400,0.6,70,13000
1797,1.0,400,0.6,70,15000
1798,1.0,400,0.6,70,20000
1799,1.0,400,0.6,80,0
1800,1.0,400,0.6,80,5000
1801,1.0,400,0.6,80,7000
1802,1.0,400,0.6,80,11000
1803,1.0,400,0.6,80,13000
1804,1.0,400,0.6,80,15000
1805,1.0,400,0.6,80,20000
1806,1.0,500,0.6,30,0
1807,1.0,500,0.6,30,5000
1808,1.0,500,0.6,30,7000
1809,1.0,500,0.6,30,11000
1810,1.0,500,0.6,30,13000
1811,1.0,500,0.6,30,15000
1812,1.0,500,0.6,30,20000
1813,1.0,500,0.6,40,0
1814,1.0,500,0.6,40,5000
1815,1.0,500,0.6,40,7000
1816,1.0,500,0.6,40,11000
1817,1.0,500,0.6,40,13000
1818,1.0,500,0.6,40,15000
1819,1.0,500,0.6,40,20000
1820,1.0,500,0.6,50,0
1821,1.0,500,0.6,50,5000
1822,1.0,500,0.6,50,7000
1823,1.0,500,0.6,50,11000
1824,1.0,500,0.6,50,13000
1825,1.0,500,0.6,50,15000
1826,1.0,500,0.6,50,20000
1827,1.0,500,0.6,60,0
1828,1.0,500,0.6,60,5000
1829,1.0,500,0.6,60,7000
1830,1.0,500,0.6,60,11000
1831,1.0,500,0.6,60,13000
1832,1.0,500,0.6,60,15000
1833,1.0,500,0.6,60,20000
1834,1.0,500,0.6,70,0
1835,1.0,500,0.6,70,5000
1836,1.0,500,0.6,70,7000
1837,1.0,500,0.6,70,11000
1838,1.0,500,0.6,70,13000
1839,1.0,500,0.6,70,15000
1840,1.0,500,0.6,70,20000
1841,1.0,500,0.6,80,0
1842,1.0,500,0.6,80,5000
1843,1.0,500,0.6,80,7000
1844,1.0,500,0.6,80,11000
1845,1.0,500,0.6,80,13000
1846,1.0,500,0.6,80,15000
1847,1.0,500,0.6,80,20000
1848,1.0,600,0.6,30,0
1849,1.0,600,0.6,30,5000
1850,1.0,600,0.6,30,7000
1851,1.0,600,0.6,30,11000
1852,1.0,600,0.6,30,13000
1853,1.0,600,0.6,30,15000
1854,1.0,600,0.6,30,20000
1855,1.0,600,0.6,40,0
1856,1.0,600,0.6,40,5000
1857,1.0,600,0.6,40,7000
1858,1.0,600,0.6,40,11000
1859,1.0,600,0.6,40,13000
1860,1.0,600,0.6,40,15000
1861,1.0,600,0.6,40,20000
1862,1.0,600,0.6,50,0
1863,1.0,600,0.6,50,5000
1864,1.0,600,0.6,50,7000
1865,1.0,600,0.6,50,11000
1866,1.0,600,0.6,50,13000
1867,1.0,600,0.6,50,15000
1868,1.0,600,0.6,50,20000
1869,1.0,600,0.6,60,0
1870,1.0,600,0.6,60,5000
1871,1.0,600,0.6,60,7000
1872,1.0,600,0.6,60,11000
1873,1.0,600,0.6,60,13000
1874,1.0,600,0.6,60,15000
1875,1.0,600,0.6,60,20000
1876,1.0,600,0.6,70,0
1877,1.0,600,0.6,70,5000
1878,1.0,600,0.6,70,7000
1879,1.0,600,0.6,70,11000
1880,1.0,600,0.6,70,13000
1881,1.0,600,0.6,70,15000
1882,1.0,600,0.6,70,20000
1883,1.0,600,0.6,80,0
1884,1.0,600,0.6,80,5000
1885,1.0,600,0.6,80,7000
1886,1.0,600,0.6,80,11000
1887,1.0,600,0.6,80,13000
1888,1.0,600,0.6,80,15000
1889,1.0,600,0.6,80,20000
1890,1.0,700,0.6,30,0
1891,1.0,700,0.6,30,5000
1892,1.0,700,0.6,30,7000
1893,1.0,700,0.6,30,11000
1894,1.0,700,0.6,30,13000
1895,1.0,700,0.6,30,15000
1896,1.0,700,0.6,30,20000
1897,1.0,700,0.6,40,0
1898,1.0,700,0.6,40,5000
1899,1.0,700,0.6,40,7000
1900,1.0,700,0.6,40,11000
1901,1.0,700,0.6,40,13000
1902,1.0,700,0.6,40,15000
1903,1.0,700,0.6,40,20000
1904,1.0,700,0.6,50,0
1905,1.0,700,0.6,50,5000
1906,1.0,700,0.6,50,7000
1907,1.0,700,0.6,50,11000
1908,1.0,700,0.6,50,13000
1909,1.0,700,0.6,50,15000
1910,1.0,700,0.6,50,20000
1911,1.0,700,0.6,60,0
1912,1.0,700,0.6,60,5000
1913,1.0,700,0.6,60,7000
1914,1.0,700,0.6,60,11000
1915,1.0,700,0.6,60,13000
1916,1.0,700,0.6,60,15000
1917,1.0,700,0.6,60,20000
1918,1.0,700,0.6,70,0
1919,1.0,700,0.6,70,5000
1920,1.0,700,0.6,70,7000
1921,1.0,700,0.6,70,11000
1922,1.0,700,0.6,70,13000
1923,1.0,700,0.6,70,15000
1924,1.0,700,0.6,70,20000
1925,1.0,700,0.6,80,0
1926,1.0,700,0.6,80,5000
1927,1.0,700,0.6,80,7000
1928,1.0,700,0.6,80,11000
1929,1.0,700,0.6,80,13000
1930,1.0,700,0.6,80,15000
1931,1.0,700,0.6,80,20000
1932,1.0,800,0.6,30,0
1933,1.0,800,0.6,30,5000
1934,1.0,800,0.6,30,7000
1935,1.0,800,0.6,30,11000
1936,1.0,800,0.6,30,13000
1937,1.0,800,0.6,30,15000
1938,1.0,800,0.6,30,20000
1939,1.0,800,0.6,40,0
1940,1.0,800,0.6,40,5000
1941,1.0,800,0.6,40,7000
1942,1.0,800,0.6,40,11000
1943,1.0,800,0.6,40,13000
1944,1.0,800,0.6,40,15000
1945,1.0,800,0.6,40,20000
1946,1.0,800,0.6,50,0
1947,1.0,800,0.6,50,5000
1948,1.0,800,0.6,50,7000
1949,1.0,800,0.6,50,11000
1950,1.0,800,0.6,50,13000
1951,1.0,800,0.6,50,15000
1952,1.0,800,0.6,50,20000
1953,1.0,800,0.6,60,0
1954,1.0,800,0.6,60,5000
1955,1.0,800,0.6,60,7000
1956,1.0,800,0.6,60,11000
1957,1.0,800,0.6,60,13000
1958,1.0,800,0.6,60,15000
1959,1.0,800,0.6,60,20000
1960,1.0,800,0.6,70,0
1961,1.0,800,0.6,70,5000
1962,1.0,800,0.6,70,7000
1963,1.0,800,0.6,70,11000
1964,1.0,800,0.6,70,13000
1965,1.0,800,0.6,70,15000
1966,1.0,800,0.6,70,20000
1967,1.0,800,0.6,80,0
1968,1.0,800,0.6,80,5000
1969,1.0,800,0.6,80,7000
1970,1.0,800,0.6,80,11000
1971,1.0,800,0.6,80,13000
1972,1.0,800,0.6,80,15000
1973,1.0,800,0.6,80,20000
1974,1.0,850,0.6,30,0
1975,1.0,850,0.6,30,5000
1976,1.0,850,0.6,30,7000
1977,1.0,850,0.6,30,11000
1978,1.0,850,0.6,30,13000
1979,1.0,850,0.6,30,15000
1980,1.0,850,0.6,30,20000
1981,1.0,850,0.6,40,0
1982,1.0,850,0.6,40,5000
1983,1.0,850,0.6,40,7000
1984,1.0,850,0.6,40,11000
1985,1.0,850,0.6,40,13000
1986,1.0,850,0.6,40,15000
1987,1.0,850,0.6,40,20000
1988,1.0,850,0.6,50,0
1989,1.0,850,0.6,50,5000
1990,1.0,850,0.6,50,7000
1991,1.0,850,0.6,50,11000
1992,1.0,850,0.6,50,13000
1993,1.0,850,0.6,50,15000
1994,1.0,850,0.6,50,20000
1995,1.0,850,0.6,60,0
1996,1.0,850,0.6,60,5000
1997,1.0,850,0.6,60,7000
1998,1.0,850,0.6,60,11000
1999,1.0,850,0.6,60,13000
2000,1.0,850,0.6,60,15000
2001,1.0,850,0.6,60,20000
2002,1.0,850,0.6,70,0
2003,1.0,850,0.6,70,5000
2004,1.0,850,0.6,70,7000
2005,1.0,850,0.6,70,11000
2006,1.0,850,0.6,70,13000
2007,1.0,850,0.6,70,15000
2008,1.0,850,0.6,70,20000
2009,1.0,850,0.6,80,0
2010,1.0,850,0.6,80,5000
2011,1.0,850,0.6,80,7000
2012,1.0,850,0.6,80,11000
2013,1.0,850,0.6,80,13000
2014,1.0,850,0.6,80,15000
2015,1.0,850,0.6,80,20000
2016,1.0,900,0.6,30,0
2017,1.0,900,0.6,30,5000
2018,1.0,900,0.6,30,7000
2019,1.0,900,0.6,30,11000
2020,1.0,900,0.6,30,13000
2021,1.0,900,0.6,30,15000
2022,1.0,900,0.6,30,20000
2023,1.0,900,0.6,40,0
2024,1.0,900,0.6,40,5000
2025,1.0,900,0.6,40,7000
2026,1.0,900,0.6,40,11000
2027,1.0,900,0.6,40,13000
2028,1.0,900,0.6,40,15000
2029,1.0,900,0.6,40,20000
2030,1.0,900,0.6,50,0
2031,1.0,900,0.6,50,5000
2032,1.0,900,0.6,50,7000
2033,1.0,900,0.6,50,11000
2034,1.0,900,0.6,50,13000
2035,1.0,900,0.6,50,15000
2036,1.0,900,0.6,50,20000
2037,1.0,900,0.6,60,0
2038,1.0,900,0.6,60,5000
2039,1.0,900,0.6,60,7000
2040,1.0,900,0.6,60,11000
2041,1.0,900,0.6,60,13000
2042,1.0,900,0.6,60,15000
2043,1.0,900,0.6,60,20000
2044,1.0,900,0.6,70,0
2045,1.0,900,0.6,70,5000
2046,1.0,900,0.6,70,7000
2047,1.0,900,0.6,70,11000
2048,1.0,900,0.6,70,13000
2049,1.0,900,0.6,70,15000
2050,1.0,900,0.6,70,20000
2051,1.0,900,0.6,80,0
2052,1.0,900,0.6,80,5000
2053,1.0,900,0.6,80,7000
2054,1.0,900,0.6,80,11000
2055,1.0,900,0.6,80,13000
2056,1.0,900,0.6,80,15000
2057,1.0,900,0.6,80,20000
2058,1.0,400,0.7,30,0
2059,1.0,400,0.7,30,5000
2060,1.0,400,0.7,30,7000
2061,1.0,400,0.7,30,11000
2062,1.0,400,0.7,30,13000
2063,1.0,400,0.7,30,15000
2064,1.0,400,0.7,30,20000
2065,1.0,400,0.7,40,0
2066,1.0,400,0.7,40,5000
2067,1.0,400,0.7,40,7000
2068,1.0,400,0.7,40,11000
2069,1.0,400,0.7,40,13000
2070,1.0,400,0.7,40,15000
2071,1.0,400,0.7,40,20000
2072,1.0,400,0.7,50,0
2073,1.0,400,0.7,50,5000
2074,1.0,400,0.7,50,7000
2075,1.0,400,0.7,50,11000
2076,1.0,400,0.7,50,13000
2077,1.0,400,0.7,50,15000
2078,1.0,400,0.7,50,20000
2079,1.0,400,0.7,60,0
2080,1.0,400,0.7,60,5000
2081,1.0,400,0.7,60,7000
2082,1.0,400,0.7,60,11000
2083,1.0,400,0.7,60,13000
2084,1.0,400,0.7,60,15000
2085,1.0,400,0.7,60,20000
2086,1.0,400,0.7,70,0
2087,1.0,400,0.7,70,5000
2088,1.0,400,0.7,70,7000
2089,1.0,400,0.7,70,11000
2090,1.0,400,0.7,70,13000
2091,1.0,400,0.7,70,15000
2092,1.0,400,0.7,70,20000
2093,1.0,400,0.7,80,0
2094,1.0,400,0.7,80,5000
2095,1.0,400,0.7,80,7000
2096,1.0,400,0.7,80,11000
2097,1.0,400,0.7,80,13000
2098,1.0,400,0.7,80,15000
2099,1.0,400,0.7,80,20000
2100,1.0,500,0.7,30,0
2101,1.0,500,0.7,30,5000
2102,1.0,500,0.7,30,7000
2103,1.0,500,0.7,30,11000
2104,1.0,500,0.7,30,13000
2105,1.0,500,0.7,30,15000
2106,1.0,500,0.7,30,20000
2107,1.0,500,0.7,40,0
2108,1.0,500,0.7,40,5000
2109,1.0,500,0.7,40,7000
2110,1.0,500,0.7,40,11000
2111,1.0,500,0.7,40,13000
2112,1.0,500,0.7,40,15000
2113,1.0,500,0.7,40,20000
2114,1.0,500,0.7,50,0
2115,1.0,500,0.7,50,5000
2116,1.0,500,0.7,50,7000
2117,1.0,500,0.7,50,11000
2118,1.0,500,0.7,50,13000
2119,1.0,500,0.7,50,15000
2120,1.0,500,0.7,50,20000
2121,1.0,500,0.7,60,0
2122,1.0,500,0.7,60,5000
2123,1.0,500,0.7,60,7000
2124,1.0,500,0.7,60,11000
2125,1.0,500,0.7,60,13000
2126,1.0,500,0.7,60,15000
2127,1.0,500,0.7,60,20000
2128,1.0,500,0.7,70,0
2129,1.0,500,0.7,70,5000
2130,1.0,500,0.7,70,7000
2131,1.0,500,0.7,70,11000
2132,1.0,500,0.7,70,13000
2133,1.0,500,0.7,70,15000
2134,1.0,500,0.7,70,20000
2135,1.0,500,0.7,80,0
2136,1.0,500,0.7,80,5000
2137,1.0,500,0.7,80,7000
2138,1.0,500,0.7,80,11000
2139,1.0,500,0.7,80,13000
2140,1.0,500,0.7,80,15000
2141,1.0,500,0.7,80,20000
2142,1.0,600,0.7,30,0
2143,1.0,600,0.7,30,5000
2144,1.0,600,0.7,30,7000
2145,1.0,600,0.7,30,11000
2146,1.0,600,0.7,30,13000
2147,1.0,600,0.7,30,15000
2148,1.0,600,0.7,30,20000
2149,1.0,600,0.7,40,0
2150,1.0,600,0.7,40,5000
2151,1.0,600,0.7,40,7000
2152,1.0,600,0.7,40,11000
2153,1.0,600,0.7,40,13000
2154,1.0,600,0.7,40,15000
2155,1.0,600,0.7,40,20000
2156,1.0,600,0.7,50,0
2157,1.0,600,0.7,50,5000
2158,1.0,600,0.7,50,7000
2159,1.0,600,0.7,50,11000
2160,1.0,600,0.7,50,13000
2161,1.0,600,0.7,50,15000
2162,1.0,600,0.7,50,20000
2163,1.0,600,0.7,60,0
2164,1.0,600,0.7,60,5000
2165,1.0,600,0.7,60,7000
2166,1.0,600,0.7,60,11000
2167,1.0,600,0.7,60,13000
2168,1.0,600,0.7,60,15000
2169,1.0,600,0.7,60,20000
2170,1.0,600,0.7,70,0
2171,1.0,600,0.7,70,5000
2172,1.0,600,0.7,70,7000
2173,1.0,600,0.7,70,11000
2174,1.0,600,0.7,70,13000
2175,1.0,600,0.7,70,15000
2176,1.0,600,0.7,70,20000
2177,1.0,600,0.7,80,0
2178,1.0,600,0.7,80,5000
2179,1.0,600,0.7,80,7000
2180,1.0,600,0.7,80,11000
2181,1.0,600,0.7,80,13000
2182,1.0,600,0.7,80,15000
2183,1.0,600,0.7,80,20000
2184,1.0,700,0.7,30,0
2185,1.0,700,0.7,30,5000
2186,1.0,700,0.7,30,7000
2187,1.0,700,0.7,30,11000
2188,1.0,700,0.7,30,13000
2189,1.0,700,0.7,30,15000
2190,1.0,700,0.7,30,20000
2191,1.0,700,0.7,40,0
2192,1.0,700,0.7,40,5000
2193,1.0,700,0.7,40,7000
2194,1.0,700,0.7,40,11000
2195,1.0,700,0.7,40,13000
2196,1.0,700,0.7,40,15000
2197,1.0,700,0.7,40,20000
2198,1.0,700,0.7,50,0
2199,1.0,700,0.7,50,5000
2200,1.0,700,0.7,50,7000
2201,1.0,700,0.7,50,11000
2202,1.0,700,0.7,50,13000
2203,1.0,700,0.7,50,15000
2204,1.0,700,0.7,50,20000
2205,1.0,700,0.7,60,0
2206,1.0,700,0.7,60,5000
2207,1.0,700,0.7,60,7000
2208,1.0,700,0.7,60,11000
2209,1.0,700,0.7,60,13000
2210,1.0,700,0.7,60,15000
2211,1.0,700,0.7,60,20000
2212,1.0,700,0.7,70,0
2213,1.0,700,0.7,70,5000
2214,1.0,700,0.7,70,7000
2215,1.0,700,0.7,70,11000
2216,1.0,700,0.7,70,13000
2217,1.0,700,0.7,70,15000
2218,1.0,700,0.7,70,20000
2219,1.0,700,0.7,80,0
2220,1.0,700,0.7,80,5000
2221,1.0,700,0.7,80,7000
2222,1.0,700,0.7,80,11000
2223,1.0,700,0.7,80,13000
2224,1.0,700,0.7,80,15000
2225,1.0,700,0.7,80,20000
2226,1.0,800,0.7,30,0
2227,1.0,800,0.7,30,5000
2228,1.0,800,0.7,30,7000
2229,1.0,800,0.7,30,11000
2230,1.0,800,0.7,30,13000
2231,1.0,800,0.7,30,15000
2232,1.0,800,0.7,30,20000
2233,1.0,800,0.7,40,0
2234,1.0,800,0.7,40,5000
2235,1.0,800,0.7,40,7000
2236,1.0,800,0.7,40,11000
2237,1.0,800,0.7,40,13000
2238,1.0,800,0.7,40,15000
2239,1.0,800,0.7,40,20000
2240,1.0,800,0.7,50,0
2241,1.0,800,0.7,50,5000
2242,1.0,800,0.7,50,7000
2243,1.0,800,0.7,50,11000
2244,1.0,800,0.7,50,13000
2245,1.0,800,0.7,50,15000
2246,1.0,800,0.7,50,20000
2247,1.0,800,0.7,60,0
2248,1.0,800,0.7,60,5000
2249,1.0,800,0.7,60,7000
2250,1.0,800,0.7,60,11000
2251,1.0,800,0.7,60,13000
2252,1.0,800,0.7,60,15000
2253,1.0,800,0.7,60,20000
2254,1.0,800,0.7,70,0
2255,1.0,800,0.7,70,5000
2256,1.0,800,0.7,70,7000
2257,1.0,800,0.7,70,11000
2258,1.0,800,0.7,70,13000
2259,1.0,800,0.7,70,15000
2260,1.0,800,0.7,70,20000
2261,1.0,800,0.7,80,0
2262,1.0,800,0.7,80,5000
2263,1.0,800,0.7,80,7000
2264,1.0,800,0.7,80,11000
2265,1.0,800,0.7,80,13000
2266,1.0,800,0.7,80,15000
2267,1.0,800,0.7,80,20000
2268,1.0,850,0.7,30,0
2269,1.0,850,0.7,30,5000
2270,1.0,850,0.7,30,7000
2271,1.0,850,0.7,30,11000
2272,1.0,850,0.7,30,13000
2273,1.0,850,0.7,30,15000
2274,1.0,850,0.7,30,20000
2275,1.0,850,0.7,40,0
2276,1.0,850,0.7,40,5000
2277,1.0,850,0.7,40,7000
2278,1.0,850,0.7,40,11000
2279,1.0,850,0.7,40,13000
2280,1.0,850,0.7,40,15000
2281,1.0,850,0.7,40,20000
2282,1.0,850,0.7,50,0
2283,1.0,850,0.7,50,5000
2284,1.0,850,0.7,50,7000
2285,1.0,850,0.7,50,11000
2286,1.0,850,0.7,50,13000
2287,1.0,850,0.7,50,15000
2288,1.0,850,0.7,50,20000
2289,1.0,850,0.7,60,0
2290,1.0,850,0.7,60,5000
2291,1.0,850,0.7,60,7000
2292,1.0,850,0.7,60,11000
2293,1.0,850,0.7,60,13000
2294,1.0,850,0.7,60,15000
2295,1.0,850,0.7,60,20000
2296,1.0,850,0.7,70,0
2297,1.0,850,0.7,70,5000
2298,1.0,850,0.7,70,7000
2299,1.0,850,0.7,70,11000
2300,1.0,850,0.7,70,13000
2301,1.0,850,0.7,70,15000
2302,1.0,850,0.7,70,20000
2303,1.0,850,0.7,80,0
2304,1.0,850,0.7,80,5000
2305,1.0,850,0.7,80,7000
2306,1.0,850,0.7,80,11000
2307,1.0,850,0.7,80,13000
2308,1.0,850,0.7,80,15000
2309,1.0,850,0.7,80,20000
2310,1.0,900,0.7,30,0
2311,1.0,900,0.7,30,5000
2312,1.0,900,0.7,30,7000
2313,1.0,900,0.7,30,11000
2314,1.0,900,0.7,30,13000
2315,1.0,900,0.7,30,15000
2316,1.0,900,0.7,30,20000
2317,1.0,900,0.7,40,0
2318,1.0,900,0.7,40,5000
2319,1.0,900,0.7,40,7000
2320,1.0,900,0.7,40,11000
2321,1.0,900,0.7,40,13000
2322,1.0,900,0.7,40,15000
2323,1.0,900,0.7,40,20000
2324,1.0,900,0.7,50,0
2325,1.0,900,0.7,50,5000
2326,1.0,900,0.7,50,7000
2327,1.0,900,0.7,50,11000
2328,1.0,900,0.7,50,13000
2329,1.0,900,0.7,50,15000
2330,1.0,900,0.7,50,20000
2331,1.0,900,0.7,60,0
2332,1.0,900,0.7,60,5000
2333,1.0,900,0.7,60,7000
2334,1.0,900,0.7,60,11000
2335,1.0,900,0.7,60,13000
2336,1.0,900,0.7,60,15000
2337,1.0,900,0.7,60,20000
2338,1.0,900,0.7,70,0
2339,1.0,900,0.7,70,5000
2340,1.0,900,0.7,70,7000
2341,1.0,900,0.7,70,11000
2342,1.0,900,0.7,70,13000
2343,1.0,900,0.7,70,15000
2344,1.0,900,0.7,70,20000
2345,1.0,900,0.7,80,0
2346,1.0,900,0.7,80,5000
2347,1.0,900,0.7,80,7000
2348,1.0,900,0.7,80,11000
2349,1.0,900,0.7,80,13000
2350,1.0,900,0.7,80,15000
2351,1.0,900,0.7,80,20000
2352,1.0,400,1.0,30,0
2353,1.0,400,1.0,30,5000
2354,1.0,400,1.0,30,7000
2355,1.0,400,1.0,30,11000
2356,1.0,400,1.0,30,13000
2357,1.0,400,1.0,30,15000
2358,1.0,400,1.0,30,20000
2359,1.0,400,1.0,40,0
2360,1.0,400,1.0,40,5000
2361,1.0,400,1.0,40,7000
2362,1.0,400,1.0,40,11000
2363,1.0,400,1.0,40,13000
2364,1.0,400,1.0,40,15000
2365,1.0,400,1.0,40,20000
2366,1.0,400,1.0,50,0
2367,1.0,400,1.0,50,5000
2368,1.0,400,1.0,50,7000
2369,1.0,400,1.0,50,11000
2370,1.0,400,1.0,50,13000
2371,1.0,400,1.0,50,15000
2372,1.0,400,1.0,50,20000
2373,1.0,400,1.0,60,0
2374,1.0,400,1.0,60,5000
2375,1.0,400,1.0,60,7000
2376,1.0,400,1.0,60,11000
2377,1.0,400,1.0,60,13000
2378,1.0,400,1.0,60,15000
2379,1.0,400,1.0,60,20000
2380,1.0,400,1.0,70,0
2381,1.0,400,1.0,70,5000
2382,1.0,400,1.0,70,7000
2383,1.0,400,1.0,70,11000
2384,1.0,400,1.0,70,13000
2385,1.0,400,1.0,70,15000
2386,1.0,400,1.0,70,20000
2387,1.0,400,1.0,80,0
2388,1.0,400,1.0,80,5000
2389,1.0,400,1.0,80,7000
2390,1.0,400,1.0,80,11000
2391,1.0,400,1.0,80,13000
2392,1.0,400,1.0,80,15000
2393,1.0,400,1.0,80,20000
2394,1.0,500,1.0,30,0
2395,1.0,500,1.0,30,5000
2396,1.0,500,1.0,30,7000
2397,1.0,500,1.0,30,11000
2398,1.0,500,1.0,30,13000
2399,1.0,500,1.0,30,15000
