,density (kg m^-3),zenith (deg),algae (ppb),BBA,lyr1_abs,lyr2_abs,lyr3_abs,lyr4_abs,lyr5_abs,lyr6_abs,lyr7_abs,lyr8_abs,lyr9_abs,lyr10_abs,lyr11_abs
95,600,60,0,0.6163399464812377,65.75439044506874,72.18760002185824,18.917048136998574,9.8161468933962,6.069781159674571,4.122560309931871,6.5858185809424254,3.4391976404517544,3.390740938089571,2.1629366458802037,1.5897861232774861
96,600,60,1000,0.6072970925837258,67.21758970297799,73.45556725830903,19.9850780097943,10.74196742209146,6.871005513739175,4.814290759776134,7.088699008487878,3.7729650972375324,3.5273961785294747,2.196506483611846,1.5938167492357345
97,600,60,5000,0.5767488640298291,72.66101223672567,78.0173620821882,23.60253810723794,13.718161901384228,9.332269924171465,6.862783160310846,8.484578949017974,4.650655837064414,3.82875783929783,2.2286426457559743,1.5580006881402633
98,600,60,10000,0.5470146664329689,78.78369959235258,82.89157164444123,27.1070117663445,16.348229861718213,11.326509547586912,8.402132596623954,9.385737984464471,5.1408977906046,3.8975726875253223,2.1504962089427804,1.4583037849092675
99,600,60,15000,0.5231141507105607,84.36374167806413,87.12784642843262,29.875931787802532,18.232112803719716,12.614199702511929,9.300124788702538,9.788676482321897,5.292700632437166,3.8125000058133494,2.0237235057995355,1.3420724757173985
100,700,30,0,0.5109494582987224,109.29781168100817,151.1733301107133,47.70954567771712,24.990200732754822,15.306788654408354,10.204519443822186,16.113721343541552,8.79926086809848,11.252223174439033,10.767621392831042,7.48642332321205
101,700,30,1000,0.5017701111875803,111.86020372345541,153.83200455401746,50.110863181028236,27.053143436948332,17.063721824518314,11.694668352674357,17.217794789637747,9.572230283175855,11.731272322237922,11.051581710834911,7.609289017427147
102,700,30,5000,0.47032706911963756,121.19408801419092,163.43505363294614,58.46154101545165,33.96425643858453,22.76004096002041,16.397494209500092,20.55749195164145,11.827923936914292,13.029983205807412,11.740944276839976,7.846910504984245
103,700,30,10000,0.43942007522794346,131.32610674944848,173.71861012536525,66.85094829346909,40.46142438076006,27.795280956504087,20.338914556363402,23.114987742552376,13.41877537003231,13.770359552104932,11.981089428116523,7.801483004233986
104,700,30,15000,0.4146343545667658,140.25355271922288,182.65997547341757,73.68991923036675,45.391743458787936,31.35184561805272,22.942926799366617,24.600182905160146,14.224358762884936,13.973132169467373,11.861682693323147,7.570388300743859
105,700,40,0,0.5210670229657218,98.73050376148814,130.07328978056034,39.24833914787049,20.62600550891743,12.713991816234666,8.51810051593683,13.51035718685191,7.398783037731332,9.47342012686158,9.070672228828592,6.3076231450303615
106,700,40,1000,0.512045818691514,101.04883161261897,132.37743285308045,41.27055479899459,22.355928021825317,14.186209419677066,9.766545735165343,14.43403144641699,8.045361187084247,9.872784893318302,9.306210140740644,6.408632813002672
107,700,40,5000,0.48108425875838934,109.53299820020182,140.70899573430532,48.29248503663619,28.139930180802352,18.949564119722545,13.698381910210422,17.22098694986188,9.927285523407338,10.950714783387076,9.873146590653313,6.599616339790777
108,700,40,10000,0.4505524681617139,118.80866269176032,149.64220301135063,55.325047031419516,33.55494597665437,23.141236794139648,16.978273791022715,19.342135771303425,11.24552121299085,11.556176186167079,10.060421116993126,6.551632549275608
109,700,40,15000,0.4259905428489194,127.03424832530462,157.41384192696387,61.03526802134467,37.64207108257703,26.083880830247246,19.13065286133631,20.561273493619666,11.904155590704654,11.71121069874443,9.947304415755886,6.349110454511773
110,700,45,0,0.527087365734517,92.23195316095564,117.70155650403628,34.61442429330519,18.261866895690687,11.301598458849835,7.592463343817522,12.069930318436972,6.619412622389908,8.480524385151273,8.121718078297429,5.647656751873452
111,700,45,1000,0.5181631287135537,94.40196828244844,119.79540877726409,36.42107361289938,19.80468996709775,12.614268424706095,8.705539866776576,12.892697438550135,7.195298097978292,8.83543912114891,8.330348037438219,5.736598676223909
112,700,45,5000,0.4874967114067555,102.36577580585644,127.3702126931338,42.68798095427931,24.95680315807243,16.856141611716307,12.206724965477111,15.371441342475116,8.868845869883314,9.790800302042218,8.829793348593794,5.902260226246659
