dz,density,zenith,algae,BBA,abs
0.6,850,70,20000,0.31123484926691164,103.61226827706247
0.6,850,80,0,0.45746618304746334,25.36947665566608
0.6,850,80,5000,0.4026201698761039,35.65267486636281
0.6,850,80,7000,0.3842429103684978,39.178804475691145
0.6,850,80,11000,0.35226604537480627,45.42949017705115
0.6,850,80,13000,0.338303275121982,48.210605729575
0.6,850,80,15000,0.3254916116120928,50.79357521049178
0.6,850,80,20000,0.2977381044567661,56.504237917148735
0.6,900,30,0,0.26518440506469304,113.55116548995382
0.6,900,30,5000,0.23993573146216887,143.0260331376394
0.6,900,30,7000,0.23114851165729627,153.40383838729642
0.6,900,30,11000,0.21538283883309792,172.240663092546
0.6,900,30,13000,0.20828214008117374,180.83540335796303
0.6,900,30,15000,0.20163505496190917,188.95691401246805
0.6,900,30,20000,0.18673574723802988,207.48530824971684
0.6,900,40,0,0.278201625460388,102.14569060829442
0.6,900,40,5000,0.2516992706479297,129.7630436845711
0.6,900,40,7000,0.24247682217604621,139.50342670389972
0.6,900,40,11000,0.22593606727063018,157.19772799289726
0.6,900,40,13000,0.21848749219243147,165.28046339063116
0.6,900,40,15000,0.2115160856590463,172.92236106133774
0.6,900,40,20000,0.19589514219200088,190.3705998850971
0.6,900,50,0,0.29460723449318515,87.4543364736406
0.6,900,50,5000,0.2663526455559866,112.43012721776911
0.6,900,50,7000,0.25652628019612994,121.25456522074792
0.6,900,50,11000,0.23891385886509797,137.30262870006882
0.6,900,50,13000,0.2309882163768847,144.64029669406668
0.6,900,50,15000,0.2235737652365171,151.5814817515595
0.6,900,50,20000,0.20697522107407496,167.43901977592955
0.6,900,60,0,0.31500809793275675,68.89598124659715
0.6,900,60,5000,0.28423184806598445,90.27425165667145
0.6,900,60,7000,0.2735489349065202,97.83595160626092
0.6,900,60,11000,0.25443440373062826,111.5944614733261
0.6,900,60,13000,0.24584892123189514,117.88639174398284
0.6,900,60,15000,0.2378275577593041,123.83785917361209
0.6,900,60,20000,0.21991198853273114,137.42736416750597
0.6,900,70,0,0.3358362320728081,48.26772490591023
0.6,900,70,5000,0.3009060251176242,64.8726402052266
0.6,900,70,7000,0.28885577447821237,70.73121659284179
0.6,900,70,11000,0.26740990590681246,81.36159782885385
0.6,900,70,13000,0.25783168524399425,86.20690209017756
0.6,900,70,15000,0.2489169278802274,90.77866905460867
0.6,900,70,20000,0.22913938903900274,101.16767998000735
0.6,900,80,0,0.3516870612476644,25.685037408237456
0.6,900,80,5000,0.30690899847237624,35.92561490619062
0.6,900,80,7000,0.2918981140986384,39.45087663803149
0.6,900,80,11000,0.2658121188938274,45.71302943217811
0.6,900,80,13000,0.25444472420378017,48.504205186701384
0.6,900,80,15000,0.2440345330852153,51.09851213297951
0.6,900,80,20000,0.2215707514542643,56.840336085213536
0.7,400,30,0,0.4315042122161134,87.61743112364155
0.7,400,30,5000,0.4118363814116507,105.94539913272033
0.7,400,30,7000,0.4045344441637049,112.77151794819007
0.7,400,30,11000,0.3907879402469316,125.65981020463117
0.7,400,30,13000,0.38430635375649524,131.75675264826359
0.7,400,30,15000,0.3780852136384281,137.6113741452856
0.7,400,30,20000,0.36344210182011866,151.4773398388684
0.7,400,40,0,0.4423743096277099,80.14085575386096
0.7,400,40,5000,0.42228273864339894,96.86976042506262
0.7,400,40,7000,0.4148222658969215,103.10760952635118
0.7,400,40,11000,0.4007759172988154,114.89594330565735
0.7,400,40,13000,0.3941534914776167,120.47601273834091
0.7,400,40,15000,0.38777719238763,125.86343878889971
0.7,400,40,20000,0.3728253245605825,138.55828038456588
0.7,400,50,0,0.4559823976508774,70.16985746765546
0.7,400,50,5000,0.43524496822814046,84.81564456365082
0.7,400,50,7000,0.42754409433056,90.28418202476213
0.7,400,50,11000,0.4130446378289108,100.62984911289747
0.7,400,50,13000,0.40620851133061114,105.5321013474313
0.7,400,50,15000,0.39962651673154514,110.26818798282899
0.7,400,50,20000,0.38419313751265655,121.43999805529744
0.7,400,60,0,0.47293241886132964,56.70879591727325
0.7,400,60,5000,0.4511502484850277,68.7708137801232
0.7,400,60,7000,0.4430639112182214,73.28020470277968
0.7,400,60,11000,0.42784339256821996,81.81936744127876
0.7,400,60,13000,0.420669824810485,85.86912069826516
0.7,400,60,15000,0.4137647084857099,89.7836466751454
0.7,400,60,20000,0.39758137595997783,99.02522390208517
0.7,400,70,0,0.48956836838598444,40.821854306670446
0.7,400,70,5000,0.46581813709789455,49.77113109892745
0.7,400,70,7000,0.4570172143415033,53.11664897120226
0.7,400,70,11000,0.4404783960291546,59.45050258375784
0.7,400,70,13000,0.4326967892174152,62.45328601031193
0.7,400,70,15000,0.425215141725519,65.35487025281441
0.7,400,70,20000,0.40771694495348293,72.20048131076366
0.7,400,80,0,0.49992327334326364,21.64893320129174
0.7,400,80,5000,0.47087185789683883,26.861762677936106
0.7,400,80,7000,0.4602200026899614,28.7933116836427
0.7,400,80,11000,0.44038239265925466,32.42212434316096
0.7,400,80,13000,0.43113451708948153,34.128740184157344
0.7,400,80,15000,0.4222976599581858,35.768925247507504
0.7,400,80,20000,0.4018494983583703,39.60183438264436
0.7,500,30,0,0.44403845602703473,95.50335104495262
0.7,500,30,5000,0.41867761985776997,118.79636843408866
0.7,500,30,7000,0.4094451763535936,127.31809481403116
0.7,500,30,11000,0.3923185060628958,143.19754213091895
0.7,500,30,13000,0.3843592505413076,150.61144909119835
0.7,500,30,15000,0.376799025721404,157.66321329680466
0.7,500,30,20000,0.3591858582256843,174.23825095506436
0.7,500,40,0,0.45429177058363357,86.93892286221839
0.7,500,40,5000,0.42844402233588785,108.14819255497676
0.7,500,40,7000,0.4190318138497236,115.91897815354308
0.7,500,40,11000,0.4015689950020478,130.41502766776676
0.7,500,40,13000,0.39345031895792865,137.19297170846215
0.7,500,40,15000,0.38573586530579,143.64801369358716
0.7,500,40,20000,0.36777026093711795,158.8222832775624
0.7,500,50,0,0.46712473930929577,75.60162001719263
0.7,500,50,5000,0.4405204853191525,94.11245793316854
0.7,500,50,7000,0.43083109815101844,100.90610125912349
0.7,500,50,11000,0.4128523414929549,113.59591720312417
0.7,500,50,13000,0.40449329844328796,119.53672204096375
0.7,500,50,15000,0.3965497864170744,125.20049875979734
0.7,500,50,20000,0.3780536017322357,138.52460098330846
0.7,500,60,0,0.4831404447726773,60.56713863806264
0.7,500,60,5000,0.45528871177669694,75.75248856308383
0.7,500,60,7000,0.44514782740241066,81.33421252722104
0.7,500,60,11000,0.42633738636228047,91.77184803897029
0.7,500,60,13000,0.417595009414619,96.66319512824575
0.7,500,60,15000,0.40928832436109025,101.33125353095159
0.7,500,60,20000,0.3899621213367632,112.31507867213264
0.7,500,70,0,0.49864441395709785,43.07702942402221
0.7,500,70,5000,0.4684085363561744,54.28202638337631
0.7,500,70,7000,0.4574229270112791,58.400309193312474
0.7,500,70,11000,0.4370848819443476,66.09852760569083
0.7,500,70,13000,0.4276519373965368,69.7040842830714
0.7,500,70,15000,0.41869858171781144,73.1458466554286
0.7,500,70,20000,0.39793243929142574,81.22666467776891
0.7,500,80,0,0.5074730346300053,22.63718118159781
0.7,500,80,5000,0.47080970416268414,29.093359659931625
0.7,500,80,7000,0.4576597150322567,31.44035372941554
0.7,500,80,11000,0.43358094500343414,35.78547700598373
0.7,500,80,13000,0.42253859108293906,37.8002187119852
0.7,500,80,15000,0.41212684449381204,39.712986499816715
0.7,500,80,20000,0.3883250553914018,44.14114493561525
0.7,600,30,0,0.44940035033122383,101.75449668377502
0.7,600,30,5000,0.41873230270670864,129.79221989261734
0.7,600,30,7000,0.4077769334289742,139.87785569879594
0.7,600,30,11000,0.38773420692899907,158.443682033703
0.7,600,30,13000,0.3785390611665539,167.01595544489632
0.7,600,30,15000,0.3698271577043103,175.17564363658335
0.7,600,30,20000,0.349927216965829,193.96305040242552
0.7,600,40,0,0.45928405060576627,92.2715248427912
0.7,600,40,5000,0.42806225255850755,117.76911437912034
0.7,600,40,7000,0.41690496538781,126.95695339867902
0.7,600,40,11000,0.39648798917685285,143.892240494476
0.7,600,40,13000,0.3871168548722897,151.72442996833928
0.7,600,40,15000,0.378239651365544,159.1822568978119
0.7,600,40,20000,0.35794071925427884,176.39866178646403
0.7,600,50,0,0.47165296481076474,79.8092891791146
0.7,600,50,5000,0.4395612959808565,102.02666904511038
0.7,600,50,7000,0.4280900356698886,110.04849134314848
0.7,600,50,11000,0.40709548462471007,124.8566243804464
0.7,600,50,13000,0.3974583820066893,131.7146091116568
0.7,600,50,15000,0.3883290509417314,138.2502208725659
0.7,600,50,20000,0.36746914918473744,153.34060024784688
0.7,600,60,0,0.48710850453841437,63.52810128971145
0.7,600,60,5000,0.45356804127076544,81.7150689817915
0.7,600,60,7000,0.44158204430088366,88.29331948591599
0.7,600,60,11000,0.41965313207693306,100.45144716863297
0.7,600,60,13000,0.4095916268108623,106.08810761438343
0.7,600,60,15000,0.40006363835731396,111.46286931223963
0.7,600,60,20000,0.37830821135768,123.88267635810843
0.7,600,70,0,0.5019299079401918,44.836323975628474
0.7,600,70,5000,0.46560461364218997,58.212948425004846
0.7,600,70,7000,0.45265522670101915,63.05028001302227
0.7,600,70,11000,0.4290174574805302,71.98548415244231
0.7,600,70,13000,0.41819854669185463,76.12429394115922
0.7,600,70,15000,0.407970971994102,80.06772348221392
0.7,600,70,20000,0.3846910415552716,89.16509362826591
0.7,600,80,0,0.5098271902911895,23.496747773250952
0.7,600,80,5000,0.4660321085510294,31.14715404570852
0.7,600,80,7000,0.45065662607999474,33.87739678968555
0.7,600,80,11000,0.42295314435302467,38.86215144216025
0.7,600,80,13000,0.41044292244346536,41.14303238902943
0.7,600,80,15000,0.3987224173585442,43.298199151355256
0.7,600,80,20000,0.37245817825733424,48.19735344859078
0.7,700,30,0,0.4472978101327228,106.80299885172283
0.7,700,30,5000,0.4119420505291449,139.23148210414126
0.7,700,30,7000,0.3995349399972241,150.71228960668495
0.7,700,30,11000,0.37712542324500065,171.6090850968798
0.7,700,30,13000,0.3669590542563558,181.16751242037245
0.7,700,30,15000,0.3574031041967055,190.2013557405191
0.7,700,30,20000,0.3357918707742691,210.84250825752252
0.7,700,40,0,0.45700967451197766,96.54654959516661
0.7,700,40,5000,0.42102300572016976,126.02998917748674
0.7,700,40,7000,0.40838883683056154,136.4888464884694
0.7,700,40,11000,0.38556062046994677,155.5561647847759
0.7,700,40,13000,0.37519751234589493,164.29515814015156
0.7,700,40,15000,0.36546222046708604,172.553130774166
0.7,700,40,20000,0.34343932063755095,191.44873364786756
0.7,700,50,0,0.46916405725003585,83.15953129467873
0.7,700,50,5000,0.4321836928845046,108.84138012627467
0.7,700,50,7000,0.419196268861245,117.97229332734189
0.7,700,50,11000,0.3957258274760572,134.64611300964825
0.7,700,50,13000,0.38507034112176036,142.29930193462394
0.7,700,50,15000,0.3750601185967419,149.538184786489
0.7,700,50,20000,0.3524151791830499,166.12522749283553
0.7,700,60,0,0.4843612789555303,65.88787740220131
0.7,700,60,5000,0.4457236269913642,86.89990509432383
0.7,700,60,7000,0.4321580874403362,94.38523650767378
0.7,700,60,11000,0.40765318486381563,108.0716955023161
0.7,700,60,13000,0.39653450031627774,114.35996910945913
0.7,700,60,15000,0.38609324088303926,120.31181629218712
0.7,700,60,20000,0.3624951736526947,133.95744632899758
0.7,700,70,0,0.4988627810379147,46.284995046939706
0.7,700,70,5000,0.45704409251067035,61.723100146331035
0.7,700,70,7000,0.44240360869123285,67.22060847330695
0.7,700,70,11000,0.41602757744829755,77.26360037216129
0.7,700,70,13000,0.4040956780930023,81.87149786937185
0.7,700,70,15000,0.39291262916966074,86.22906214820125
0.7,700,70,20000,0.3677348942882587,96.19534749687914
0.7,700,80,0,0.5062992093844444,24.279631083611275
0.7,700,80,5000,0.45601886552895105,33.07653576092909
0.7,700,80,7000,0.43872696316735044,36.16059304341049
0.7,700,80,11000,0.40804282927947766,41.717628458374904
0.7,700,80,13000,0.3943808630182163,44.23000911892892
0.7,700,80,15000,0.3817068268804163,46.58343793717237
0.7,700,80,20000,0.3536936076264772,51.87123358063752
0.7,800,30,0,0.4296984350626761,110.86187414454086
0.7,800,30,5000,0.391136768745351,146.81153854096
0.7,800,30,7000,0.37781095982922425,159.35810096013643
0.7,800,30,11000,0.3540046458847076,181.96839543345823
0.7,800,30,13000,0.34331303251169215,192.21955459159028
0.7,800,30,15000,0.33331720134977294,201.86595825916265
0.7,800,30,20000,0.31093700894572446,223.71786080032018
0.7,800,40,0,0.4395371702231555,99.9610845714045
0.7,800,40,5000,0.40023533362096914,132.699271010962
0.7,800,40,7000,0.3866476419422354,144.150283495406
0.7,800,40,11000,0.3623645853612203,164.82268910202362
0.7,800,40,13000,0.3514563275712164,174.2095712586332
0.7,800,40,15000,0.3412554642099076,183.05250436008257
0.7,800,40,20000,0.3184175065588874,203.10677818177223
0.7,800,50,0,0.4518569185702235,85.82301114981786
0.7,800,50,5000,0.4114025075021108,114.39960188499938
0.7,800,50,7000,0.39741204760583204,124.42023186445392
0.7,800,50,11000,0.37240631187948064,142.54298348021206
0.7,800,50,13000,0.3611733730812895,150.78520944925486
0.7,800,50,15000,0.35067041361543116,158.55585856208384
0.7,800,50,20000,0.32715564560843563,176.20764529781275
0.7,800,60,0,0.46725778432306264,67.77619224245318
0.7,800,60,5000,0.42490518260238014,91.21711031260263
0.7,800,60,7000,0.41026493865925184,99.45455392087484
0.7,800,60,11000,0.38411336702364923,114.37246721606077
0.7,800,60,13000,0.3723747030113199,121.16423196210226
0.7,800,60,15000,0.36140540664792575,127.57059374145581
0.7,800,60,20000,0.3368754524760907,142.13081832081824
0.7,800,70,0,0.48199415062948014,47.49745792540561
0.7,800,70,5000,0.43604277511375783,64.77525316861788
0.7,800,70,7000,0.42021393652391675,70.84299080510763
0.7,800,70,11000,0.3920310090194751,81.81830641080847
0.7,800,70,13000,0.3794259246777559,86.80641133581231
0.7,800,70,15000,0.3676765128294601,91.50474007315788
0.7,800,70,20000,0.3415214678524662,102.15149411832905
0.7,800,80,0,0.48967317440063257,25.014708756105357
0.7,800,80,5000,0.43425390421664734,34.899651303704665
0.7,800,80,7000,0.41555927396199177,38.30808454802148
0.7,800,80,11000,0.38285827276536655,44.37476788767932
0.7,800,80,13000,0.3685005303696784,47.085137171280195
0.7,800,80,15000,0.35528089854318873,49.608582758769046
0.7,800,80,20000,0.3264723289755689,55.210849120997494
0.7,850,30,0,0.40084466337958713,112.48117939769237
0.7,850,30,5000,0.36273690018012117,148.98073244582838
0.7,850,30,7000,0.349633096866929,161.65076596546803
0.7,850,30,11000,0.32630194268108353,184.4087479682672
0.7,850,30,13000,0.31586195319672933,194.69023617825192
0.7,850,30,15000,0.30611954822289805,204.35117787506996
0.7,850,30,20000,0.284384188485401,226.1728316648835
0.7,850,40,0,0.41110246603790696,101.30720528633485
0.7,850,40,5000,0.37215141329836027,134.65989786040905
0.7,850,40,7000,0.35875221890274567,146.26523326840166
0.7,850,40,11000,0.33488815315314224,167.1490358916144
0.7,850,40,13000,0.32421091224804993,176.59516053142679
0.7,850,40,15000,0.3142441364136236,185.48250313727732
0.7,850,40,20000,0.29200588150443674,205.58774403205723
0.7,850,50,0,0.42395838476834213,86.86006309834673
0.7,850,50,5000,0.38372213286583656,116.10101044647976
0.7,850,50,7000,0.36987852778030833,126.30261739941744
0.7,850,50,11000,0.34522454693040644,144.69310525866132
0.7,850,50,13000,0.33419060675246914,153.03047721627462
0.7,850,50,15000,0.3238955168847645,160.8782605217591
0.7,850,50,20000,0.30093100748690754,178.65753254367806
0.7,850,60,0,0.4400140631887204,68.51130420023541
0.7,850,60,5000,0.39770954207476644,92.62955885551808
0.7,850,60,7000,0.3831647070681837,101.06275546744342
0.7,850,60,11000,0.3572829785682731,116.28613801433673
0.7,850,60,13000,0.34571086628204795,123.1950953873768
0.7,850,60,15000,0.3349216892127798,129.701401391461
0.7,850,60,20000,0.31088912009732206,144.44856633874517
0.7,850,70,0,0.4555384616674264,47.992922543464
0.7,850,70,5000,0.40939224744947944,65.89840028226524
0.7,850,70,7000,0.3935913978088989,72.15410181431284
0.7,850,70,11000,0.3655802558526491,83.43048964232719
0.7,850,70,13000,0.3531072326630166,88.5380952673554
0.7,850,70,15000,0.3415113143035857,93.34013800388908
0.7,850,70,20000,0.3158137655813747,104.18847010537601
0.7,850,80,0,0.4642082601069953,25.36977952551617
0.7,850,80,5000,0.4080694603473704,35.732181174852414
0.7,850,80,7000,0.38928788495466654,39.2806929478103
0.7,850,80,11000,0.35663784758889444,45.56539758996279
0.7,850,80,13000,0.3423921287844561,48.359378423650746
0.7,850,80,15000,0.3293261392681736,50.95306240422159
0.7,850,80,20000,0.3010372855910312,56.68317509202143
0.7,900,30,0,0.27919522758396914,113.55622180961309
0.7,900,30,5000,0.25210000601091004,144.23757511973102
0.7,900,30,7000,0.24269857316333082,155.0001108872161
0.7,900,30,11000,0.22586543948780907,174.48228778336983
0.7,900,30,13000,0.21829766918136623,183.34911207221793
0.7,900,30,15000,0.211220670459059,191.71487012821797
0.7,900,30,20000,0.19538191254869286,210.7538186634693
0.7,900,40,0,0.29162609811150497,102.14990626527428
0.7,900,40,5000,0.26333477161325886,130.77649029922756
0.7,900,40,7000,0.2535185333573162,140.83784573113812
0.7,900,40,11000,0.23594735215544396,159.06949982015638
0.7,900,40,13000,0.228048479800655,167.37834584215176
0.7,900,40,15000,0.22066290441779815,175.2229691030248
0.7,900,40,20000,0.2041378613172378,193.0940562125878
0.7,900,50,0,0.30726634390693625,87.4575983204342
0.7,900,50,5000,0.2772888297891011,113.2144814119924
0.7,900,50,7000,0.2668922938251498,122.28598907599051
0.7,900,50,11000,0.24829251971727093,138.74590227882297
0.7,900,50,13000,0.23993621846315416,146.25609018350562
0.7,900,50,15000,0.23212608889227415,153.35148472155504
0.7,900,50,20000,0.21466521547378592,169.52893559213777
0.7,900,60,0,0.32673502830558154,68.89826095965162
0.7,900,60,5000,0.29429415036227413,90.81761798857016
0.7,900,60,7000,0.2830627282103855,98.54848303995007
0.7,900,60,11000,0.26300131619268,112.58621388800552
0.7,900,60,13000,0.2540040462565819,118.99386126662333
0.7,900,60,15000,0.24560501789605702,125.04800311480281
0.7,900,60,20000,0.2268686983150173,138.84764696743775
0.7,900,70,0,0.346446011886664,48.26906973117566
0.7,900,70,5000,0.3098671901119479,65.18355755332496
0.7,900,70,7000,0.29727788005719885,71.13623967343486
0.7,900,70,11000,0.27490700637731647,81.91815660806499
0.7,900,70,13000,0.2649289245372326,86.8245414266831
0.7,900,70,15000,0.2556488492398764,91.44945053258878
0.7,900,70,20000,0.235082517956613,101.9432877586023
0.7,900,80,0,0.36080891464010456,25.685560497281053
0.7,900,80,5000,0.3142344201309654,36.03644786189056
0.7,900,80,7000,0.2986518882953289,39.59223160032066
0.7,900,80,11000,0.2716063715391553,45.89946703513309
0.7,900,80,13000,0.2598335792484153,48.707030782094066
0.7,900,80,15000,0.24905852522685265,51.31453705844247
0.7,900,80,20000,0.2258269354395705,57.07862756877468
1.0,400,30,0,0.45661012413288155,87.6216609376308
1.0,400,30,5000,0.4352784003445487,106.98224361767099
1.0,400,30,7000,0.42738485814953925,114.17855480406979
1.0,400,30,11000,0.41256075393930564,127.74637758887833
1.0,400,30,13000,0.40558669151870097,134.1564442115806
1.0,400,30,15000,0.39890162165115123,140.30868043738965
1.0,400,30,20000,0.383200348395031,154.85762507548827
1.0,400,40,0,0.4664289285329961,80.14440501156406
1.0,400,40,5000,0.4447210482006452,97.73703589931085
1.0,400,40,7000,0.43668615314747544,104.284028203394
1.0,400,40,11000,0.42159384320728066,116.63907097926408
1.0,400,40,13000,0.4144936037801978,122.47993114978615
1.0,400,40,15000,0.40766609261952846,128.1148686935593
1.0,400,40,20000,0.391688620577891,141.37721963545653
1.0,400,50,0,0.4787131435999013,70.17263091127639
1.0,400,50,5000,0.45640918593043844,85.4886693507179
1.0,400,50,7000,0.44815185696959803,91.19637072739111
1.0,400,50,11000,0.43263948838011446,101.97933898575162
1.0,400,50,13000,0.4253407747764821,107.08230114215182
1.0,400,50,15000,0.41832201468157915,112.00854272062763
1.0,400,50,20000,0.4018960904597582,123.61501219530139
1.0,400,60,0,0.4940619702334922,56.7107565373573
1.0,400,60,5000,0.4707538246952348,69.23982574533521
1.0,400,60,7000,0.4621257268967369,73.91489631321015
1.0,400,60,11000,0.44591940289290166,82.75547895238782
1.0,400,60,13000,0.4382957730560606,86.94285724231509
1.0,400,60,15000,0.43096579817627584,90.987314128055
1.0,400,60,20000,0.41381724621756205,100.52405737598724
1.0,400,70,0,0.5087503470671889,40.82302336008524
1.0,400,70,5000,0.48348079942260225,50.042555784293086
1.0,400,70,7000,0.47414106558614977,53.482744544706414
1.0,400,70,11000,0.45662265247519335,59.98696772665005
1.0,400,70,13000,0.4483942110059727,63.066657009068194
1.0,400,70,15000,0.4404909979405159,66.04028747441019
1.0,400,70,20000,0.42203601532673973,73.04732958737578
1.0,400,80,0,0.5164653432141985,21.64939302547573
1.0,400,80,5000,0.4857664468096351,26.961684182873817
1.0,400,80,7000,0.47453460840937367,28.926784178926063
1.0,400,80,11000,0.4536490749943935,32.61401917382251
1.0,400,80,13000,0.4439262857487036,34.34609712294307
1.0,400,80,15000,0.4346433193119939,36.00956888869198
1.0,400,80,20000,0.4131903515071376,39.892449296797416
1.0,500,30,0,0.4645712903181216,95.50688250897628
1.0,500,30,5000,0.4376373013773243,119.86840605952476
1.0,500,30,7000,0.42786630621959476,128.7672335426182
1.0,500,30,11000,0.40978407604575706,145.33322246433633
1.0,500,30,13000,0.4013985407966203,153.06159975094164
1.0,500,30,15000,0.39344493469705144,160.4083507040356
1.0,500,30,20000,0.37494201093607044,177.66965786178685
1.0,500,40,0,0.4739625347102911,86.9418865101137
1.0,500,40,5000,0.4465860263222771,109.04460914109382
1.0,500,40,7000,0.4366505345887024,117.1300840360769
1.0,500,40,11000,0.4182592586756445,132.1980979911486
1.0,500,40,13000,0.4097262591036842,139.23756798238628
1.0,500,40,15000,0.40162933532570844,145.9376218169035
1.0,500,40,20000,0.3827987988457691,161.68085824860856
1.0,500,50,0,0.48570781883860387,75.60393510720903
1.0,500,50,5000,0.45761996755694684,94.8076328991568
1.0,500,50,7000,0.4474227127328993,101.84438117359647
1.0,500,50,11000,0.4285426582998247,114.97462625949635
1.0,500,50,13000,0.41978128836348355,121.11614113030134
1.0,500,50,15000,0.41146627693385285,126.96750862371076
1.0,500,50,20000,0.3921296553371971,140.72560723153302
1.0,500,60,0,0.5004042769717543,60.5687730147298
1.0,500,60,5000,0.47110308628621705,76.23629313943587
1.0,500,60,7000,0.4604658010290939,81.98594224537001
1.0,500,60,11000,0.4407739904050487,92.72587264101858
1.0,500,60,13000,0.43163796705533614,97.75406804758333
1.0,500,60,15000,0.4229675786539562,102.54942715164626
1.0,500,60,20000,0.4028183493848863,113.82556415766254
1.0,500,70,0,0.5142973868322331,43.078000279805956
1.0,500,70,5000,0.48260988324708975,54.56123137533065
1.0,500,70,7000,0.471126936273339,58.774876213771094
1.0,500,70,11000,0.44990559564129295,66.64240216973428
1.0,500,70,13000,0.4400780475966098,70.32349389653635
1.0,500,70,15000,0.43075982901294724,73.83479276776312
1.0,500,70,20000,0.4091689003484283,82.07264187386676
1.0,500,80,0,0.5209399279127179,22.637558874823505
1.0,500,80,5000,0.48268393442387064,29.195420343566212
1.0,500,80,7000,0.46899179535681634,31.57563241112161
1.0,500,80,11000,0.4439557202858841,35.977313997237395
1.0,500,80,13000,0.432488419924393,38.01617922331971
1.0,500,80,15000,0.42168481954187204,39.95044729639606
1.0,500,80,20000,0.3970069739244893,44.4246691059799
1.0,600,30,0,0.4667766201215124,101.75759074540633
1.0,600,30,5000,0.43468369078994246,130.89079216068066
1.0,600,30,7000,0.4232583256571941,141.36006181959416
1.0,600,30,11000,0.4024007645734736,160.62307752164548
1.0,600,30,13000,0.3928489504588035,169.5148130923949
1.0,600,30,15000,0.3838076676350759,177.97761296019203
1.0,600,30,20000,0.36318187172465616,197.4619790503588
1.0,600,40,0,0.4759289138119879,92.27412104647885
1.0,600,40,5000,0.4433212628009988,118.68744446786505
1.0,600,40,7000,0.4317066237984176,128.1952150069837
1.0,600,40,11000,0.41049625535497897,145.71076379228222
1.0,600,40,13000,0.4007774757019648,153.80826627190578
1.0,600,40,15000,0.39157916214280164,161.5174893008047
1.0,600,40,20000,0.37057112663369485,179.31025699965534
1.0,600,50,0,0.4873738426410012,79.81131620069179
1.0,600,50,5000,0.4539341910604627,102.7384001751626
1.0,600,50,7000,0.4420175627145019,111.00704237086366
1.0,600,50,11000,0.42024952115079456,126.26109583010485
1.0,600,50,13000,0.4102730662324776,133.322143433687
1.0,600,50,15000,0.4008300224958993,140.04964158665365
1.0,600,50,20000,0.3792770109854449,155.57797241625312
1.0,600,60,0,0.5017066056747005,63.529530455203904
1.0,600,60,5000,0.4668427240429168,82.20978110305197
1.0,600,60,7000,0.45441853511490293,88.95805291405861
1.0,600,60,11000,0.431727189605577,101.42100086126499
1.0,600,60,13000,0.4213305608228922,107.19535951366561
1.0,600,60,15000,0.4114924178669736,112.69953910913253
1.0,600,60,20000,0.3890505595779016,125.41191132976664
1.0,600,70,0,0.5151537183653265,44.83717035843253
1.0,600,70,5000,0.4774902681394074,58.49769716549076
1.0,600,70,7000,0.46409653329548045,63.43100432338899
1.0,600,70,11000,0.4396840174123017,72.53542338689275
1.0,600,70,13000,0.4285239676514311,76.7493374855949
1.0,600,70,15000,0.4179804074579914,80.76251956446531
1.0,600,70,20000,0.394000578015925,90.01427851042354
1.0,600,80,0,0.5211872189269307,23.49707449022514
1.0,600,80,5000,0.4758954171874437,31.250540777056862
1.0,600,80,7000,0.4600251366513969,34.01365635345647
1.0,600,80,11000,0.4314633041916196,39.05351453727892
1.0,600,80,13000,0.4185775455384942,41.35755825568871
1.0,600,80,15000,0.4065109641826995,43.53345343304714
1.0,600,80,20000,0.3794880072618814,48.47552902537852
1.0,700,30,0,0.4628239594126741,106.80591359139821
1.0,700,30,5000,0.4261484475978547,140.38364520694617
1.0,700,30,7000,0.4133194523670276,152.2651091503167
1.0,700,30,11000,0.39019058745892615,173.8899149771983
1.0,700,30,13000,0.3797124279887068,183.78270774215187
1.0,700,30,15000,0.36987054795596724,193.13322030297826
1.0,700,30,20000,0.34762906616008116,214.5048973829573
1.0,700,40,0,0.47188063290891186,96.54899471358375
1.0,700,40,5000,0.43460911522448414,126.99284658717674
1.0,700,40,7000,0.4215636805318182,137.78562397014127
1.0,700,40,11000,0.3980332016109392,157.45826420540854
1.0,700,40,13000,0.3873650838651147,166.47456015939315
1.0,700,40,15000,0.3773500936420055,174.99476122402456
1.0,700,40,20000,0.35470956966742184,194.4934513986385
1.0,700,50,0,0.4832067542442168,83.16143934892342
1.0,700,50,5000,0.4449734004983608,109.58719128787119
1.0,700,50,7000,0.4315839213021677,118.97538332669474
1.0,700,50,11000,0.40742542910516255,136.11348093134052
1.0,700,50,13000,0.39647043982967745,143.97835176787467
1.0,700,50,15000,0.38618516984918955,151.41675764053568
1.0,700,50,20000,0.3629315340410979,168.4600331277138
1.0,700,60,0,0.4973964687927117,65.88922125116503
1.0,700,60,5000,0.45752178313850106,87.41770268289943
1.0,700,60,7000,0.4435576671675116,95.07979077290503
1.0,700,60,11000,0.4183684336343922,109.08237251943693
1.0,700,60,13000,0.406950974580594,115.51343449402218
1.0,700,60,15000,0.3962348197312696,121.59900794070593
1.0,700,60,20000,0.37202707339745694,135.54702034633533
1.0,700,70,0,0.5106631375294785,46.28578912560548
1.0,700,70,5000,0.4675799490370045,62.02039643373572
1.0,700,70,7000,0.45252977157868274,67.61710367806744
1.0,700,70,11000,0.42544775506455257,77.83407494893363
1.0,700,70,13000,0.4132068153419458,82.51895764167952
