dz,density,zenith,algae,BBA,abs
0.2,600,80,5000,0.3951919378680625,30.49634844021179
0.2,600,80,7000,0.3835465668680933,33.0257681252091
0.2,600,80,11000,0.36238239483088747,37.68274472607626
0.2,600,80,13000,0.3527510625754461,39.830228631928215
0.2,600,80,15000,0.3436874254598479,41.868823924994615
0.2,600,80,20000,0.32324061485881367,46.537180292864235
0.2,700,30,0,0.33140383764254094,106.74977259218448
0.2,700,30,5000,0.3083842784002395,131.72569002611084
0.2,700,30,7000,0.30014101043413066,140.7264480170049
0.2,700,30,11000,0.28504365183190816,157.31487977272693
0.2,700,30,13000,0.2781099966411868,164.98751535169373
0.2,700,30,15000,0.2715441616126123,172.29256625961617
0.2,700,30,20000,0.25653853583608616,189.15776314881484
0.2,700,40,0,0.3459393668067029,96.50202515369149
0.2,700,40,5000,0.32193391243948194,119.75370511097928
0.2,700,40,7000,0.31333871650952067,128.1443633396605
0.2,700,40,11000,0.2975976383653707,143.6265907765321
0.2,700,40,13000,0.2903662981313583,150.79999733056084
0.2,700,40,15000,0.28352479261878166,157.6245641836256
0.2,700,40,20000,0.26789106166402604,173.3973314849636
0.2,700,50,0,0.36418254277588663,83.12484427979395
0.2,700,50,5000,0.33880212649814345,103.9759788725628
0.2,700,50,7000,0.329718682260356,111.51187185591654
0.2,700,50,11000,0.31309047038764626,125.43252901229961
0.2,700,50,13000,0.30545524041478234,131.88874562725232
0.2,700,50,15000,0.29823393544093146,138.0350142230633
0.2,700,50,20000,0.28174095135254346,152.25423527820286
0.2,700,60,0,0.38670769872048055,65.86337829839387
0.2,700,60,5000,0.3593477840741923,83.51667692323142
0.2,700,60,7000,0.3495691429330634,89.90411915812503
0.2,700,60,11000,0.3316900068217433,101.71170560789055
0.2,700,60,13000,0.323491186584844,107.19055209813008
0.2,700,60,15000,0.31574344700429413,112.40819577204549
0.2,700,60,20000,0.2980768807425102,124.48030672909978
0.2,700,70,0,0.41002684448532384,46.27031125981005
0.2,700,70,5000,0.3794009576782394,59.77412654628521
0.2,700,70,7000,0.36850309643705,64.65310466678588
0.2,700,70,11000,0.34865335597019703,73.6577029884183
0.2,700,70,13000,0.339587463559362,77.82750590827501
0.2,700,70,15000,0.3310425471813507,81.793472564307
0.2,700,70,20000,0.31165133496861785,90.94217946516638
0.2,700,80,0,0.42928271238780613,24.273712753654255
0.2,700,80,5000,0.3910092757722146,32.369195899722584
0.2,700,80,7000,0.3776652065579193,35.24339314422664
0.2,700,80,11000,0.3537701552009887,40.468382905203754
0.2,700,80,13000,0.34304635044432696,42.849722223106525
0.2,700,80,15000,0.33305187223789784,45.09151468636745
0.2,700,80,20000,0.31081774283172187,50.16600715220602
0.2,800,30,0,0.3141218867494614,110.80540315654054
0.2,800,30,5000,0.28936628214419874,138.3130811074882
0.2,800,30,7000,0.2806181150457657,148.1132322721382
0.2,800,30,11000,0.2647533185934024,166.02938527448055
0.2,800,30,13000,0.257533678278277,174.25913178393574
0.2,800,30,15000,0.25073319020646456,182.0636568984994
0.2,800,30,20000,0.2353390460659536,199.9592556516821
0.2,800,40,0,0.3287775589739644,99.9138750780108
0.2,800,40,5000,0.30288005677564006,125.59413334163139
0.2,800,40,7000,0.2937302328319769,134.7558813404326
0.2,800,40,11000,0.2771389358214174,151.52484923077628
0.2,800,40,13000,0.26959045320723635,159.23492346885612
0.2,800,40,15000,0.26248040869350675,166.55252902940254
0.2,800,40,20000,0.24639402293315188,183.3394684738928
0.2,800,50,0,0.34719810108634486,85.78627332079667
0.2,800,50,5000,0.31971422142879524,108.89461523012133
0.2,800,50,7000,0.3100095145501703,117.15180401480909
0.2,800,50,11000,0.2924216263567077,132.28198274207608
0.2,800,50,13000,0.2844246726047614,139.24511130352707
0.2,800,50,15000,0.2768962103889538,145.85608846130674
0.2,800,50,20000,0.2598725715118742,161.03896392905546
0.2,800,60,0,0.36995210542867857,67.75028573254498
0.2,800,60,5000,0.3402024409339977,87.39337711492685
0.2,800,60,7000,0.3297149880456405,94.42005250287448
0.2,800,60,11000,0.31073651794888574,107.30333085816248
0.2,800,60,13000,0.3021209283543794,113.23458813564545
0.2,800,60,15000,0.2940188593733777,118.86640871731912
0.2,800,60,20000,0.2757336028504846,131.7990440088181
0.2,800,70,0,0.39353769163665375,47.481964890552504
0.2,800,70,5000,0.3600928602465894,62.57752963452894
0.2,800,70,7000,0.34836406295509936,67.96701720977639
0.2,800,70,11000,0.3272344461107448,77.82771802424408
0.2,800,70,13000,0.31768751888684754,82.35589685324103
0.2,800,70,15000,0.30873810047157374,86.64729253154736
0.2,800,70,20000,0.28865278051940324,96.4654701658506
0.2,800,80,0,0.4130792051623223,25.00849321943098
0.2,800,80,5000,0.37109262324538095,34.10715671409465
0.2,800,80,7000,0.3567143870950915,37.28956434596277
0.2,800,80,11000,0.33131789165066666,43.010010327652964
0.2,800,80,13000,0.3200732290653456,45.58864284140217
0.2,800,80,15000,0.30967164969378014,48.00215035880873
0.2,800,80,20000,0.28685285698967994,53.40436530108932
0.2,850,30,0,0.2797350137952259,112.41792553316317
0.2,850,30,5000,0.25672905425919784,139.57551315085448
0.2,850,30,7000,0.24862731520950634,149.24054775202262
0.2,850,30,11000,0.23396950847423637,166.91008572790358
0.2,850,30,13000,0.22731736496607263,175.0233622360114
0.2,850,30,15000,0.22105968510111074,182.72195605146047
0.2,850,30,20000,0.20693315373036825,200.38110800187448
0.2,850,40,0,0.29496727131361994,101.25435527901918
0.2,850,40,5000,0.2706818440410786,126.79100267858401
0.2,850,40,7000,0.2621320006591952,135.8897561310444
0.2,850,40,11000,0.2466670589902769,152.53913764136513
0.2,850,40,13000,0.23965322664110908,160.18505285848
0.2,850,40,15000,0.2330552796959162,167.44586161074537
0.2,850,40,20000,0.21816651503890866,184.11053389800506
0.2,850,50,0,0.31422042484628443,86.81901521190423
0.2,850,50,5000,0.2881659494110804,110.0034861035256
0.2,850,50,7000,0.2790005323984396,118.27412578723062
0.2,850,50,11000,0.2624353194453212,133.41806216116305
0.2,850,50,13000,0.2549250229225985,140.38234292523433
0.2,850,50,15000,0.24786651320218728,146.9935674143032
0.2,850,50,20000,0.2319534386817269,162.17306385350588
0.2,850,60,0,0.3380446081480034,68.48244222637153
0.2,850,60,5000,0.3095022317744599,88.39654519563085
0.2,850,60,7000,0.29948173749422274,95.50512227056801
0.2,850,60,11000,0.2814032223858848,108.52372889297328
0.2,850,60,13000,0.2732222225659594,114.5103232015907
0.2,850,60,15000,0.26554327598474575,120.1921884463822
0.2,850,60,20000,0.2482707908825882,133.2294794898676
0.2,850,70,0,0.36290157292097747,47.97570822085328
0.2,850,70,5000,0.33040379856792224,63.468283895301255
0.2,850,70,7000,0.3190622724216479,68.98383374177116
0.2,850,70,11000,0.2987047742943879,79.0569325110569
0.2,850,70,13000,0.2895414771341138,83.6741792663427
0.2,850,70,15000,0.28097137658799226,88.04590765255818
0.2,850,70,20000,0.2618146450930471,98.03169799271511
0.2,850,80,0,0.3840308958768816,25.362887544375223
0.2,850,80,5000,0.34259659692297395,34.85894868200349
0.2,850,80,7000,0.32851109076144624,38.16321494779414
0.2,850,80,11000,0.30377231383594444,44.08006438853323
0.2,850,80,13000,0.29288221721897234,46.73699432663505
0.2,850,80,15000,0.28284509073711217,49.21803124167379
0.2,850,80,20000,0.26096182739888135,54.74959716323935
0.2,900,30,0,0.16276822876139188,113.48741500844572
0.2,900,30,5000,0.14975251037356654,134.66759891469877
0.2,900,30,7000,0.14513499273784475,142.37068731640335
0.2,900,30,11000,0.1367395490482768,156.70077600423357
0.2,900,30,13000,0.13291350816596217,163.39208796825247
0.2,900,30,15000,0.1293074010550815,169.80604197524917
0.2,900,30,20000,0.12114170092155382,184.78037831994237
0.2,900,40,0,0.17761584253374066,102.09110675102558
0.2,900,40,5000,0.16325020265135926,122.59915043338171
0.2,900,40,7000,0.15815798979349568,130.052208393774
0.2,900,40,11000,0.14890890919304187,143.89914148189325
0.2,900,40,13000,0.14469691877210195,150.35980901016634
0.2,900,40,15000,0.14072934203119125,156.5482438519752
0.2,900,40,20000,0.13175396015618376,170.97751372649162
0.2,900,50,0,0.1977468758858142,87.41133889773464
0.2,900,50,5000,0.1813969236163869,106.76579832778212
0.2,900,50,7000,0.17561142611637992,113.78931735559111
0.2,900,50,11000,0.1651198137229404,126.8184076265584
0.2,900,50,13000,0.16034971530828446,132.8877798097077
0.2,900,50,15000,0.1558611246958202,138.69522937620647
0.2,900,50,20000,0.1457263301015752,152.2081032775537
0.2,900,60,0,0.22454168134436314,68.86600312754892
0.2,900,60,5000,0.20528593089253042,86.30957861277133
0.2,900,60,7000,0.1984972086749128,92.62170562976084
0.2,900,60,11000,0.18622473045680382,104.30075550639961
0.2,900,60,13000,0.1806629932731536,109.7259681924063
0.2,900,60,15000,0.17544075263076075,114.90689969572671
0.2,900,60,20000,0.163693520547177,126.9189173665612
0.2,900,70,0,0.2545718013001007,48.25039468252686
0.2,900,70,5000,0.23084512887216846,62.61148017198212
0.2,900,70,7000,0.222552977064298,67.77307776737439
0.2,900,70,11000,0.20767222873023897,77.26584292159323
0.2,900,70,13000,0.20097926733892946,81.64715186362919
0.2,900,70,15000,0.19472619804982827,85.8127064713736
0.2,900,70,20000,0.18078097280517244,95.3939484957035
0.2,900,80,0,0.2821039661577129,25.67825464199964
0.2,900,80,5000,0.24945537762383274,35.12120839572979
0.2,900,80,7000,0.23840614017800307,38.41871731589688
0.2,900,80,11000,0.21909380739721918,44.33656383108397
0.2,900,80,13000,0.2106385340785748,46.99945799539762
0.2,900,80,15000,0.2028765744166259,49.488742096552826
0.2,900,80,20000,0.18607545220486027,55.048029612595414
0.3,400,30,0,0.3401905815943588,87.58721350498413
0.3,400,30,5000,0.32631598476916135,102.48736317229306
0.3,400,30,7000,0.3211179164883057,108.08638230557219
0.3,400,30,11000,0.3112643301809124,118.7306641848284
0.3,400,30,13000,0.306587983628274,123.79925422055497
0.3,400,30,15000,0.30208317170728655,128.68100067107898
0.3,400,30,20000,0.2914069042622982,140.33557181420286
0.3,400,40,0,0.3548391392464816,80.11558071746619
0.3,400,40,5000,0.34037738959327835,93.97536795216135
0.3,400,40,7000,0.33495967801591453,99.18771323160026
0.3,400,40,11000,0.32469060502236174,109.10304478409857
0.3,400,40,13000,0.319818446612474,113.8258321990383
0.3,400,40,15000,0.3151091386642733,118.4033188089668
0.3,400,40,20000,0.30399715908183317,129.25847469504575
0.3,400,50,0,0.3732136229008709,70.15016258176034
0.3,400,50,5000,0.35792925728407105,82.56813373245812
0.3,400,50,7000,0.352204712571425,87.24266640184585
0.3,400,50,11000,0.3413563839136407,96.141598324747
0.3,400,50,13000,0.33621059570615314,100.38327869011819
0.3,400,50,15000,0.33123762758381153,104.49627725729677
0.3,400,50,20000,0.31950723999437847,114.25675912664873
0.3,400,60,0,0.39588330183992715,56.69487124270039
0.3,400,60,5000,0.37940412623105446,67.20304696705044
0.3,400,60,7000,0.3732366364183368,71.16169369879889
0.3,400,60,11000,0.36155652299009555,78.70206186997035
0.3,400,60,13000,0.3560199800883043,82.29798291986941
0.3,400,60,15000,0.3506718920128664,85.78582655870491
0.3,400,60,20000,0.33806712748076495,94.06649604005996
0.3,400,70,0,0.4193638041920153,40.81348266757518
0.3,400,70,5000,0.40087947550834824,48.86201278019745
0.3,400,70,7000,0.39397856614567545,51.89206117079222
0.3,400,70,11000,0.38093726916120696,57.659674530997066
0.3,400,70,13000,0.3747690855636848,60.40794569053595
0.3,400,70,15000,0.3688196775534689,63.07200151618119
0.3,400,70,20000,0.3548339836315614,69.38967503749933
0.3,400,80,0,0.43883374911300704,21.645525154701545
0.3,400,80,5000,0.4154614048110871,26.525789635820452
0.3,400,80,7000,0.4068375866314272,28.345004257830006
0.3,400,80,11000,0.39070128492419093,31.778459392559057
0.3,400,80,13000,0.3831459743076989,33.400186398920304
0.3,400,80,15000,0.3759072812058816,34.96296706364715
0.3,400,80,20000,0.35908669513365943,38.63091108240497
0.3,500,30,0,0.3627205548112816,95.47634294600097
0.3,500,30,5000,0.3438704901079072,114.91686236443705
0.3,500,30,7000,0.3369343183376978,122.09568737375201
0.3,500,30,11000,0.32396600170720735,135.56522000470616
0.3,500,30,13000,0.317895619536034,141.89390517244894
0.3,500,30,15000,0.3121016947434061,147.94013993383962
0.3,500,30,20000,0.29852111484094607,162.22957236166963
0.3,500,40,0,0.3763647349513164,86.91631123078619
0.3,500,40,5000,0.3568411959169423,104.90312514079967
0.3,500,40,7000,0.3496573399586792,111.55284778656252
0.3,500,40,11000,0.33622693737834375,124.04028207216983
0.3,500,40,13000,0.32993902193438357,129.91521684063932
0.3,500,40,15000,0.32393605101230427,135.53453993581758
0.3,500,40,20000,0.30987440581932574,148.812279757417
0.3,500,50,0,0.3934585447348721,75.58398066190017
0.3,500,50,5000,0.3729790835249999,91.59451664360364
0.3,500,50,7000,0.365445090195483,97.5215347235303
0.3,500,50,11000,0.35136306960660235,108.6633774999778
0.3,500,50,13000,0.34477161981601084,113.91046168902335
0.3,500,50,15000,0.3384795873394276,118.9336386057596
0.3,500,50,20000,0.32374732376962373,130.80905919507427
0.3,500,60,0,0.4145937434890282,60.554661742721215
0.3,500,60,5000,0.3926981588554122,73.99820505448247
0.3,500,60,7000,0.38464975274740293,78.98049904256692
0.3,500,60,11000,0.36961732282554915,88.3539210062012
0.3,500,60,13000,0.36258650078521926,92.77137290693668
0.3,500,60,15000,0.35587775832064045,97.00380205258091
0.3,500,60,20000,0.34018830685483437,107.00959145926223
0.3,500,70,0,0.4362593963571292,43.069542757374414
0.3,500,70,5000,0.41193463460839996,53.26732732087844
0.3,500,70,7000,0.40301930063854025,57.044277605806556
0.3,500,70,11000,0.3864098641080607,64.14454295412318
0.3,500,70,13000,0.3786618663391049,67.48759291723064
0.3,500,70,15000,0.3712795446813298,70.69049865098708
0.3,500,70,20000,0.3540772336485543,78.24389602854357
0.3,500,80,0,0.45335547927066583,22.63416276511696
0.3,500,80,5000,0.4230429404377481,28.720896122155974
0.3,500,80,7000,0.4120904943532929,30.948353529824534
0.3,500,80,11000,0.3919300520742403,35.092421740882834
0.3,500,80,13000,0.38264027837736514,37.02272958372636
0.3,500,80,15000,0.37385330521086724,38.86110883521051
0.3,500,80,20000,0.3536885227896239,43.1335907747732
0.3,600,30,0,0.3759077304443222,101.72974687744059
0.3,600,30,5000,0.35223550961965483,125.57429267140463
0.3,600,30,7000,0.3436771413330288,134.23283663060468
0.3,600,30,11000,0.3278870531680888,150.27808955374084
0.3,600,30,13000,0.32058771207643816,157.73097161342764
0.3,600,30,15000,0.3136411461303424,164.85105408193772
0.3,600,30,20000,0.2976666808112247,181.33555164115276
0.3,600,40,0,0.38886560625556704,92.25079101090955
0.3,600,40,5000,0.3644377181891623,114.24242352420958
0.3,600,40,7000,0.35560593826831377,122.23990611900729
0.3,600,40,11000,0.3393118487979497,137.07679776010485
0.3,600,40,13000,0.3317778633647783,143.97897813854743
0.3,600,40,15000,0.3246103865989526,150.57414470858396
0.3,600,40,20000,0.3081138600319474,165.8846704643471
0.3,600,50,0,0.4050970498089705,79.79310667941162
0.3,600,50,5000,0.3795849536392324,99.29197861684578
0.3,600,50,7000,0.3703629780982802,106.39495625597912
0.3,600,50,11000,0.3533525794109485,119.58939715863947
0.3,600,50,13000,0.34548932975006585,125.73498568770803
0.3,600,50,15000,0.3380100067425471,131.61151537564538
0.3,600,50,20000,0.32081486953800936,145.2519723156256
0.3,600,60,0,0.425202992366714,63.51665736740774
0.3,600,60,5000,0.39806206395159094,79.81205000660003
0.3,600,60,7000,0.38826009410476664,85.75653222605104
0.3,600,60,11000,0.37019485011331627,96.80991972518689
0.3,600,60,13000,0.36185146648012034,101.96271978926276
0.3,600,60,15000,0.35392043895597,106.89222529585328
0.3,600,60,20000,0.33570760074147976,118.3418136458279
0.3,600,70,0,0.4456436340101677,44.82947176638632
0.3,600,70,5000,0.41567055956251125,57.11495635589953
0.3,600,70,7000,0.4048821983599843,61.593549774090775
0.3,600,70,11000,0.3850576830162835,69.91364165292998
0.3,600,70,13000,0.3759300905558535,73.78778348437497
0.3,600,70,15000,0.3672718794333475,77.49060738395515
0.3,600,70,20000,0.3474630736981214,86.0750733739281
0.3,600,80,0,0.46111306587734935,23.494008158216957
0.3,600,80,5000,0.4241340848625319,30.746757082581283
0.3,600,80,7000,0.4110459900707715,33.35347210190425
0.3,600,80,11000,0.3873331990629728,38.136786445854696
0.3,600,80,13000,0.3765722809566184,40.33568436431152
0.3,600,80,15000,0.36646224601856336,42.419164229380534
0.3,600,80,20000,0.34371176082987503,47.1760871088397
0.3,700,30,0,0.37878645782392323,106.77919128771042
0.3,700,30,5000,0.35089025522470496,134.65192098319045
0.3,700,30,7000,0.3409721107674637,144.61572446205665
0.3,700,30,11000,0.32289924742782067,162.8700403176244
0.3,700,30,13000,0.314636863282096,171.26710230861633
0.3,700,30,15000,0.30683488256545516,179.2326081097423
0.3,700,30,20000,0.2890771605665887,197.52415271183023
0.3,700,40,0,0.3913723081628785,96.52660200125446
0.3,700,40,5000,0.3626284563184841,122.20228108559856
0.3,700,40,7000,0.35240842828431235,131.39672765705012
0.3,700,40,11000,0.333783903188515,148.26654341603046
0.3,700,40,13000,0.32526594413944926,156.0420764233847
0.3,700,40,15000,0.3172288524210599,163.414972670676
0.3,700,40,20000,0.2989357022319643,180.3692880490084
0.3,700,50,0,0.40713942885018634,83.14396311228118
0.3,700,50,5000,0.3771730435633639,105.87511496661564
0.3,700,50,7000,0.36652045192918686,114.03139723934986
0.3,700,50,11000,0.3471120757555288,129.01880827913857
0.3,700,50,13000,0.3382381916504195,135.9360325596304
0.3,700,50,15000,0.3298669503587857,142.50095743186588
0.3,700,50,20000,0.31081962208062713,157.61795237974903
0.3,700,60,0,0.42669235805000433,65.87687460467704
0.3,700,60,5000,0.394878252262239,84.83814501590201
0.3,700,60,7000,0.38358026721781946,91.65308924974477
0.3,700,60,11000,0.36301554371822137,104.18981398405434
0.3,700,60,13000,0.35362295191209525,109.98104943052489
0.3,700,60,15000,0.34476851384767515,115.48069304149094
0.3,700,60,20000,0.32464937361662494,128.151196100167
0.3,700,70,0,0.44646941482812946,46.27842019836713
0.3,700,70,5000,0.41142775599518566,60.5363912254296
0.3,700,70,7000,0.3990319322261163,65.65669275055771
0.3,700,70,11000,0.37654597639729165,75.06534505621904
0.3,700,70,13000,0.36631345788934305,79.4047985503083
0.3,700,70,15000,0.35669000243596893,83.52174997834116
0.3,700,70,20000,0.33492021364826846,92.98276134995365
0.3,700,80,0,0.461029741481667,24.277019668321298
0.3,700,80,5000,0.4180250316244242,32.64657001854993
0.3,700,80,7000,0.40310607065196913,35.60296507497537
0.3,700,80,11000,0.37648180781038215,40.957851737111845
0.3,700,80,13000,0.3645692876734398,43.390276674397036
0.3,700,80,15000,0.35348685622507436,45.67543061372016
0.3,700,80,20000,0.32889580288563364,50.83204537888722
0.3,800,30,0,0.36086438076043814,110.83615794782482
0.3,800,30,5000,0.3307018927931877,141.59474613876526
0.3,800,30,7000,0.3201275162560276,152.45115239927935
0.3,800,30,11000,0.30105627733545254,172.16340909492084
0.3,800,30,13000,0.29242033573407394,181.16058091126155
0.3,800,30,15000,0.28430911305148354,189.65981878660978
0.3,800,30,20000,0.26602724711040476,209.02782508146765
0.3,800,40,0,0.373605288481556,99.93955353388246
0.3,800,40,5000,0.342454515068601,128.34047657949128
0.3,800,40,7000,0.3315336019473492,138.383690148351
0.3,800,40,11000,0.3118365080700399,156.64823912519873
0.3,800,40,13000,0.30291781641620286,164.99592233135027
0.3,800,40,15000,0.2945404715711634,172.88986833028136
0.3,800,40,20000,0.27566539098350445,190.89543263468357
0.3,800,50,0,0.3895736177552787,85.80622333684184
0.3,800,50,5000,0.35700822918834696,111.02388700796963
0.3,800,50,7000,0.3455946694898014,119.960780338378
0.3,800,50,11000,0.3250156146077554,136.23915239164054
0.3,800,50,13000,0.31570130240167793,143.68954577349962
0.3,800,50,15000,0.30695575800504676,150.73963458033865
0.3,800,50,20000,0.2872578376624767,166.84584836559418
0.3,800,60,0,0.4093724941032155,67.7643421871365
0.3,800,60,5000,0.37469124663388487,88.87340568177335
0.3,800,60,7000,0.3625513660084952,96.36736872407214
0.3,800,60,11000,0.3406883525514089,110.03277251991537
0.3,800,60,13000,0.3308056982318975,116.29266327124486
0.3,800,60,15000,0.32153491317064875,122.21863301019182
0.3,800,60,20000,0.30068837703786,135.76222021902885
0.3,800,70,0,0.42943542861466294,47.49038985756327
0.3,800,70,5000,0.3911032695576701,63.42937325913097
0.3,800,70,7000,0.37774744121649184,69.08122288306447
0.3,800,70,11000,0.35379206549016096,79.37174776232226
0.3,800,70,13000,0.343010258538842,84.07628928042361
0.3,800,70,15000,0.33292556763779385,88.52293793718965
0.3,800,70,20000,0.31036606658864163,98.65380488818687
0.3,800,80,0,0.4443045067245653,25.011912838858336
0.3,800,80,5000,0.39707533701557857,34.41517690475805
0.3,800,80,7000,0.38099004546361354,37.685410493527904
0.3,800,80,11000,0.352681458800962,43.54022061187449
0.3,800,80,13000,0.34018744021862596,46.16977274133478
0.3,800,80,15000,0.3286510129723176,48.62559182486636
0.3,800,80,20000,0.3034091796069532,54.10398265101522
0.3,850,30,0,0.3266481327979728,112.45107925723993
0.3,850,30,5000,0.2980573611965185,143.05987754769208
0.3,850,30,7000,0.28807107553800015,153.83712339894572
0.3,850,30,11000,0.2701054458733353,173.3851912925085
0.3,850,30,13000,0.261993246717657,182.29475412943495
0.3,850,30,15000,0.25438446459632397,190.71050394305385
0.3,850,30,20000,0.2372832571842631,209.87449307055178
0.3,850,40,0,0.3400472596517021,101.28204203194908
0.3,850,40,5000,0.3103266475030498,129.7132721725254
0.3,850,40,7000,0.29994634908093776,139.74223459078007
0.3,850,40,11000,0.2812728753380089,157.95937576307983
0.3,850,40,13000,0.2728449142583785,166.26851341872663
0.3,850,40,15000,0.26493914170364385,174.12575870930436
0.3,850,40,20000,0.2471741765385567,192.03900969671932
0.3,850,50,0,0.35686011483317215,86.84048056260437
0.3,850,50,5000,0.325548396178455,112.27125699991274
0.3,850,50,7000,0.314617438178318,121.25992103090573
0.3,850,50,11000,0.2949638666689618,137.6088527844097
0.3,850,50,13000,0.2860946034573205,145.08054662178807
0.3,850,50,15000,0.27778097614066366,152.1467792189973
0.3,850,50,20000,0.2591123249741989,168.27374067891475
0.3,850,60,0,0.37767978766867927,68.49750713615195
0.3,850,60,5000,0.3440430710772203,89.9721207916803
0.3,850,60,7000,0.3323187332950578,97.57408158232353
0.3,850,60,11000,0.3112688224663309,111.41308577182284
0.3,850,60,13000,0.30178411791274323,117.74171574961566
0.3,850,60,15000,0.2929032467726728,123.72819878371345
0.3,850,60,20000,0.2729994934805452,137.39194393943038
0.3,850,70,0,0.3989572386845031,47.98470439377304
0.3,850,70,5000,0.3614134686832946,64.37398338244122
0.3,850,70,7000,0.34839650128519634,70.16594080909597
0.3,850,70,11000,0.32513374174045767,80.68853816284255
0.3,850,70,13000,0.3147029908246512,85.48859228663505
0.3,850,70,15000,0.30496865461684386,90.02031125371686
0.3,850,70,20000,0.2832786762564475,100.32457839883956
0.3,850,80,0,0.41537137855616135,25.366529970544796
0.3,850,80,5000,0.36849480673336216,35.185309675376736
0.3,850,80,7000,0.3526460200843854,38.581264702759405
0.3,850,80,11000,0.3249095898274499,44.6366068497022
0.3,850,80,13000,0.31273799151292614,47.34518071811703
0.3,850,80,15000,0.30153921787826593,49.86863061338832
0.3,850,80,20000,0.27718452186852494,55.474641263867596
0.3,900,30,0,0.19821734467816723,113.5163689304242
0.3,900,30,5000,0.18125768493556763,137.4639028054911
0.3,900,30,7000,0.17527744251849595,146.06682050667132
0.3,900,30,11000,0.16445042524938724,161.92010714940673
0.3,900,30,13000,0.15953472786522063,169.2569835458995
0.3,900,30,15000,0.1549116589893323,176.25090711611605
0.3,900,30,20000,0.1444770779775608,192.43361205412936
0.3,900,40,0,0.21322444379825453,102.11635694462105
0.3,900,40,5000,0.19485363612435233,125.05113459896303
0.3,900,40,7000,0.18837947682037678,133.29154317000192
0.3,900,40,11000,0.17666722298798984,148.46896730454594
0.3,900,40,13000,0.17135237048799024,155.49250022296022
0.3,900,40,15000,0.16635606655133778,162.18599426764823
0.3,900,40,20000,0.1550874116135115,177.6652504845595
0.3,900,50,0,0.232786185098283,87.43153914522351
0.3,900,50,5000,0.21242149957493806,108.74830815781372
0.3,900,50,7000,0.20525394747274933,116.40605991851275
0.3,900,50,11000,0.19230304790856648,130.50358134022963
0.3,900,50,13000,0.1864334622695945,137.02347489583462
0.3,900,50,15000,0.18092016611874406,143.2342740976422
0.3,900,50,20000,0.16850407276381993,157.58227492015868
0.3,900,60,0,0.25765004604192415,68.88013706006093
0.3,900,60,5000,0.2344774013733764,87.71574304558936
0.3,900,60,7000,0.22634534802168946,94.47458300462498
0.3,900,60,11000,0.21168870823400568,106.90169348009263
0.3,900,60,13000,0.20506358251063111,112.64030831174333
0.3,900,60,15000,0.1988516433087923,118.10056955984501
0.3,900,60,20000,0.18490565254409044,130.6861020495431
0.3,900,70,0,0.2840899870937753,48.25844749118585
0.3,900,70,5000,0.25662588689312654,63.41007922596454
0.3,900,70,7000,0.2470603499115736,68.820952506491
0.3,900,70,11000,0.22993025786999532,78.72476819691839
0.3,900,70,13000,0.22223849432358195,83.27533647784894
0.3,900,70,15000,0.2150583499219486,87.58989541270272
0.3,900,70,20000,0.19906241645738784,97.46991679135392
0.3,900,80,0,0.30713372138773726,25.681387128589403
0.3,900,80,5000,0.2705008879414483,35.40326212372343
0.3,900,80,7000,0.2581272353310994,38.78225198522525
0.3,900,80,11000,0.23652139333102862,44.82543158795449
0.3,900,80,13000,0.2270681355043036,47.535893657234354
0.3,900,80,15000,0.2183920242660817,50.064606406839786
0.3,900,80,20000,0.19961398759997429,55.69400060239779
0.5,400,30,0,0.40015428411517784,87.60993996320603
0.5,400,30,5000,0.3825720455045448,104.7119600607509
0.5,400,30,7000,0.37602146186647356,111.10004197891789
0.5,400,30,11000,0.36365675896640676,123.18781722760373
0.5,400,30,13000,0.3578122501201793,128.91792448883044
0.5,400,30,15000,0.3521946033259706,134.42536966362326
0.5,400,30,20000,0.33893849447779595,147.5011794726942
0.5,400,40,0,0.41233374247142546,80.13457762536456
0.5,400,40,5000,0.39426799294581283,95.83789971192981
0.5,400,40,7000,0.38753679068619334,101.70989320403362
0.5,400,40,11000,0.374830845842979,112.83049829827965
0.5,400,40,13000,0.3688259938073256,118.10497697424377
0.5,400,40,15000,0.3630358306312883,123.20359696074603
0.5,400,40,20000,0.3494265624076994,135.2416625897386
0.5,400,50,0,0.42758507333473356,70.16495468440787
0.5,400,50,5000,0.40880984655260255,84.01467201137966
0.5,400,50,7000,0.40181465129370014,89.2000759699966
0.5,400,50,11000,0.3886112678315204,99.03028203593907
0.5,400,50,13000,0.3823718655828292,103.69723232144092
0.5,400,50,15000,0.3763559675220526,108.21131928139364
0.5,400,50,20000,0.36221834689627275,118.87977164718804
0.5,400,60,0,0.44651148663481255,56.70532619775866
0.5,400,60,5000,0.426637792321953,68.21230799066008
0.5,400,60,7000,0.4192369087831991,72.5254218072445
0.5,400,60,11000,0.4052740234097954,80.70899397655809
0.5,400,60,13000,0.39867890278607054,84.59724605323345
0.5,400,60,15000,0.39232219529695084,88.35992086580116
0.5,400,60,20000,0.3773928300087991,97.25926362806081
0.5,400,70,0,0.4655322092779025,40.81977447861634
0.5,400,70,5000,0.44367626993872206,49.44752486576321
0.5,400,70,7000,0.43555409350332763,52.68072959221565
0.5,400,70,11000,0.4202582041647273,58.81326001091041
0.5,400,70,13000,0.41304717294430127,61.72562416357184
0.5,400,70,15000,0.4061057855601231,64.54283614665417
0.5,400,70,20000,0.38984027567125157,71.2008552034857
